"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
31965,240412,"FL","S",41,"MO","Missouri","S01","","",1,54.799999999999997,"2006","2018","G","S6MO00305",0,0,85,80,90,92,63,45,"AOK","Normal",7716,4179,"D","Claire","McCaskill","","Claire","Sen.","","US Senator","","F","Claire McCaskill","mih-KAS-kuhl","Rolla, MO","1953","07","24","Married","Joseph Shepard","Kirkwood, MO (St. Louis)","3 children ; 4 stepchildren ; 8 grandchildren ","ROC","Roman Catholic",5,"White/Caucasian","Chairman, U.S. Senate Ad Hoc Subcommittee on Contracting Oversight","2013","Chairman, U.S. Senate Subcommittee on Readiness and Management Support","2013","LAW","Partner","LAW","Associate","University of Missouri Law School","J.D.","1978","University of Missouri","B.S.","1975","Hickman High School (MO)","","1975","","","","","","","Sen. Claire McCaskill","US Senator","Room 730","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-2507","","http://www.mccaskill.senate.gov/contact","http://mccaskill.senate.gov","","http://www.facebook.com/senatormccaskill","http://twitter.com/ClairecMc","http://www.youtube.com/user/senatormccaskill","Images\Photos\FL\S","McCaskill_Claire_240412.jpg"
32064,267328,"FL","H",430,"NY","New York","01","","",8,54.399999999999999,"2014","2016","G","H8NY01148",0,0,0,0,0,0,0,0,"AOK","Normal",4405,5228,"R","Lee","Zeldin","M.","Lee","Rep.","","US Representative","","M","Lee Michael Zeldin","ZEL-duhn","East Meadow, NY","1980","01","30","Married","Diana","Shirley, NY","2 children (twins)","JEW","Jewish",5,"White/Caucasian","Chairman, NY State Senate Committee on Consumer Protection","2014","Member (NY003 R), NY State Senate","2010-2014","LAW","Attorney","PUB","Counsel","Albany Law School (NY)","J.D.","2003","State University of New York, Albany","Bach. Deg.","2001","William Floyd High School (NY)","","2001","U.S. Army Reserves","CAPT","2007-Current","U.S. Army","","2003-2007","Rep. Lee Zeldin","US Representative","Room 1517","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-3201","","http://zeldin.house.gov/contact/email","http://zeldin.house.gov/","","http://www.facebook.com/RepLeeZeldin","http://twitter.com/RepLeeZeldin","","Images\Photos\FL\H","Zeldin_Lee_267328.jpg"
32065,293802,"FL","H",394,"AZ","Arizona","07","","",4,74.900000000000006,"2014","2016","G","H4AZ07043",0,0,0,0,0,0,0,0,"AOK","Normal",215,221,"D","Ruben","Gallego","","Ruben","Rep.","","US Representative","","M","Ruben Gallego","guy-YEAH-go","Chicago, IL","1979","11","20","Married","Kate","Phoenix, AZ","","CAT","Catholic",2,"Hispanic/Latino","House Assistant Minority Leader, AZ State House","2014","Member (AZ027 D), AZ State House","2010-2014","BUS","Owner","PUB","Chief of Staff","Harvard University (MA)","B.A.","2004","","","","","","","U.S. Marine Corps","","2000-2006","","","","Rep. Ruben Gallego","US Representative","Room 1218","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-0307","","https://rubengallego.house.gov/contact/email","http://rubengallego.house.gov/","","http://www.facebook.com/RepRubenGallego","http://twitter.com/RepRubenGallego","","Images\Photos\FL\H","Gallego_Ruben_293802.jpg"
32067,272496,"FL","H",202,"CA","California","50","","",7,71.200000000000003,"2008","2016","G","H8CA52052",0,0,10,0,0,14,92,83,"AOK","Normal",465,899,"R","Duncan","Hunter","D.","Duncan","Rep.","","US Representative","","M","Duncan Duane Hunter","HUN-tur","San Diego, CA","1976","12","07","Married","Margaret","Alpine, CA","3 children","BAP","Baptist",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Coast Guard and Maritime Transportation","2014","Chairman, U.S. House Subcommittee on Early Childhood, Elementary, and Secondary Education","2013","BUS","Owner","BUS","Business and Computer Analyst","Marine Corps Officer Candidate School (VA)","","2002","San Diego State University (CA)","B.A.","2001","Granite Hills High School (CA)","","1994","U.S. Marine Corps Reserve","Maj","2005-Current","U.S. Marine Corps","1stLt","2002-2005","Rep. Duncan Hunter","US Representative","Room 2429","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-0550","","https://hunter.house.gov/contact-me/email-me","http://www.hunter.house.gov","","http://www.facebook.com/DuncanHunter","http://twitter.com/Rep_Hunter","http://www.youtube.com/user/CongressmanHunter","Images\Photos\FL\H","Hunter_Duncan_272496.jpg"
32068,378450,"FL","H",378,"GA","Georgia","12","","",7,54.799999999999997,"2014","2016","G","H2GA12121",0,0,0,0,0,0,0,0,"AOK","Normal",1166,1608,"R","Rick","Allen","W.","Rick","Rep.","","US Representative","","M","Richard Wallen Allen","AL-luhn","Augusta, GA","1951","11","07","Married","Robin Reeve","Augusta, GA","4 children ;  4 grandchildren ","MET","Methodist",5,"White/Caucasian","Candidate (GA12), U.S. House of Representatives","2012-2012","","","BUS","President and Chief Executive Officer","","","Auburn University School of Architecture and Fine Arts (GA)","B.S.","1973","Evans High School (GA)","","1969","","","","","","","","","","Rep. Rick Allen","US Representative","Room 513","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-1012","","http://allen.house.gov/contact/","http://allen.house.gov/","","http://www.facebook.com/CongressmanRickAllen","http://twitter.com/RepRickAllen","http://www.youtube.com/channel/UCZPoYXHFDAV17BGLMzGAmpg","Images\Photos\FL\H","Allen_Rick_378450.jpg"
32074,211726,"FL","H",118,"TX","Texas","31","","",10,64,"2002","2016","G","H2TX31044",0,0,0,5,6,7,100,91,"AOK","Normal",6128,7008,"R","John","Carter","R.","John","Rep.","","US Representative","","M","John Rice Carter","KAR-tur","Houston, TX","1941","11","06","Married","Erika","Round Rock, TX","4 children ;  3 grandchildren ","LUT","Lutheran",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Homeland Security","2014","House Republican Conference Secretary, U.S. House of Representatives","2013","PUB","Practicing Attorney","LAW","Practicing Attorney","University of Texas School of Law","J.D.","1969","Texas Technical University","B.A.","1964","Bellaire High School (TX)","","1960","","","","","","","Rep. John Carter","US Representative","Room 2110","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-4331","","https://carter.house.gov/email-john2","http://carter.house.gov","","http://www.facebook.com/judgecarter","http://twitter.com/JudgeCarter","http://www.youtube.com/user/RepJohnCarter","Images\Photos\FL\H","Carter_John_211726.jpg"
32077,193670,"FL","H",134,"GA","Georgia","13","","",3,100,"2002","2016","G","H2GA13012",0,0,75,75,94,95,27,53,"AOK","Normal",1167,1609,"D","David","Scott","A.","David","Rep.","","US Representative","","M","David Albert Scott","skaht","Aynor, SC","1945","06","27","Married","Alfredia Aaron","Atlanta, GA","2 children ;  2 grandchildren ","BAP","Baptist",1,"Black/African American","Ranking Minority Member, U.S. House Subcommittee on General Farm Commodities and Risk Management","2014","Member, GA State Senate","1983-2003","BUS","Owner and CEO","","","University of Pennsylvania Wharton School of Business Aresty Institute","M.B.A.","1969","Florida Agricultural and Mechanical University","B.A.","1967","Daytona Beach High School (FL)","","1967","","","","","","","Rep. David Scott","US Representative","Room 225","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-1013","david.scott@mail.house.gov","https://davidscott.house.gov/contact/contactform.htm","http://www.davidscott.house.gov","","http://www.facebook.com/RepDavidScott","http://twitter.com/RepDavidScott","http://www.youtube.com/user/RepDavidScott","Images\Photos\FL\H","Scott_David_193670.jpg"
32079,227661,"FL","H",256,"NV","Nevada","03","","",1,60.799999999999997,"2010","2016","G","H0NV03058",0,0,15,0,22,21,92,90,"AOK","Normal",4021,4647,"R","Joe","Heck","J.","Joe","Rep.","Jr.","US Representative","Dr.","M","Joseph John Heck Jr.","Heck","Jamaica, NY","1961","10","30","Married","Lisa Mattiello","Henderson, NV","3 children","ROC","Roman Catholic",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Technical and Tactical Intelligence","2014","Chairman, U.S. House Subcommittee on Oversight and Investigations","2014","EDU","Faculty","MED","Tactical Physician (volunteer service)","U.S. Army War College (PA)","Mast. Deg.","2006","Philadelphia College of Osteopathic Medicine (PA)","D.O.","1988","Pennsylvania State University","Bach. Deg.","1984","U.S. Army Reserve","COL","1991-Current","","","","Rep. Joe Heck Jr.","US Representative","Room 132","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-2803","","https://heck.house.gov/contact-me/email-me","http://heck.house.gov/","","http://www.facebook.com/RepJoeHeck","http://twitter.com/RepJoeHeck","http://www.youtube.com/user/repjoeheck","Images\Photos\FL\H","Heck_Joe_227661.jpg"
32080,316283,"FL","H",325,"NC","North Carolina","13","","",5,57.299999999999997,"2012","2016","G","H2NC13110",0,0,0,0,0,10,0,83,"AOK","Normal",4658,5483,"R","George","Holding","E.B.","George","Rep.","","US Representative","","M","George Edward Bell Holding","HOAL-ding","Raleigh, NC","1968","04","17","Married","Lucy Herriott","Raleigh, NC","4 children ","BAP","Baptist",5,"White/Caucasian","","","","","PUB","U.S. Attorney for the Eastern District of  North Carolina","PUB","First Assistant U.S. Attorney for the Eastern District of North Carolina","Wake Forest University (NC)","J.D.","1996","University of Saint Andrews (Scotland)","Att.","1992","Wake Forest University (NC)","B.A.","1991","","","","","","","Rep. George Holding","US Representative","Room 507","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-3313","","http://holding.house.gov/contact/email-me","http://holding.house.gov/","","http://www.facebook.com/CongressmanGeorgeHolding","http://twitter.com/RepHolding","http://www.youtube.com/user/repholding","Images\Photos\FL\H","Holding_George_316283.jpg"
32369,211856,"FL","H",289,"FL","Florida","24","","",6,86.200000000000003,"2010","2016","G","H0FL17068",0,0,90,95,98,97,17,22,"AOK","Normal",991,1433,"D","Frederica","Wilson","S.","Freddi","Rep.","","US Representative","","F","Frederica S. Wilson","WILL-suhn","Miami, FL","1942","11","05","Widow","","Miami Gardens, FL","3 children ;  5 grandchildren ","EPI","Episcopalian",1,"Black/African American","Member (FL17 R), U.S. House of Representatives","2008-2013","Minority (Democratic) Lead Whip, FL State Senate","2008-2011","VOL","Founder and Executive Director","BUS","Executive Director","University of Miami (FL)","M.Ed.","1972","Fisk University (TN)","B.S.","1963","","","","","","","","","","Rep. Frederica Wilson","US Representative","Room 208","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-0924","","http://wilson.house.gov/contact","http://wilson.house.gov/","","http://www.facebook.com/RepWilson","http://twitter.com/RepWilson","http://www.youtube.com/user/repfredericawilson","Images\Photos\FL\H","Wilson_Frederica_211856.jpg"
32370,193508,"FL","H",120,"FL","Florida","25","","",5,100,"2010","2016","G","H2FL25018",0,0,0,0,0,33,91,82,"AOK","Normal",992,1434,"R","Mario","Diaz-Balart","","Mario","Rep.","","US Representative","","M","Mario Diaz-Balart","DEE-az-buh-LART","Fort Lauderdale, FL","1961","09","25","Married","M. Tia","Miami, FL","1 child","ROC","Roman Catholic",2,"Hispanic/Latino","Vice Chair, U.S. House Subcommittee on Financial Services and General Government","2014","Vice Chair, U.S. House Subcommittee on Financial Services and General Government","2013","BUS","President","BUS","Special Assistant","University of South Florida","Att.","1982","","","","","","","","","","","","","Rep. Mario Diaz-Balart","US Representative","Room 440","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-0925","","http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart","http://mariodiazbalart.house.gov/","","http://www.facebook.com/mdiazbalart","http://twitter.com/MarioDB","http://www.youtube.com/user/MarioDiazBalart","Images\Photos\FL\H","DiazBalart_Mario_193508.jpg"
32381,193129,"FL","H",177,"CO","Colorado","07","","",2,55.100000000000001,"2006","2016","G","H6CO07023",0,0,75,70,96,95,33,45,"AOK","Normal",595,1031,"D","Ed","Perlmutter","G.","Ed","Rep.","","US Representative","","M","Edwin G. Perlmutter","PERL-muh-ter","Denver, CO","1953","05","01","Married","Nancy","Arvada, CO","3 children","USP","Protestant - Unspecified Christian",5,"White/Caucasian","Co-Chair, CO Presidential Campaign of Sen. John F. Kerry (MS D)","2004","President Pro Tempore, CO State Senate","2001-2003","LAW","Associate","LAB","Construction","University of Colorado School of Law","J.D.","1978","University of Colorado - Boulder","B.A.","1975","Jefferson High School (CO)","","1975","","","","","","","Rep. Ed Perlmutter","US Representative","Room 1410","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-0607","","http://forms.house.gov/perlmutter/webforms/contact.shtml","http://perlmutter.house.gov","","http://www.facebook.com/RepPerlmutter","http://twitter.com/repperlmutter","http://www.youtube.com/user/repperlmutter","Images\Photos\FL\H","Perlmutter_Ed_193129.jpg"
32566,192661,"FL","H",130,"AL","Alabama","03","","",2,66.099999999999994,"2002","2016","G","H2AL03032",0,0,5,0,19,19,100,90,"AOK","Normal",3,5,"R","Mike","Rogers","D.","Mike","Rep.","","US Representative","","M","Michael Dennis Rogers","RAH-jurz","Hammond, IN","1958","07","16","Married","Beth","Saks, AL","3 children","BAP","Baptist",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Strategic Forces","2014","Chairman, U.S. House Subcommittee on Transportation Security","2013","LAW","Associate","BUS","Small Business Owner","Birmingham School of Law (AL)","J.D.","1991","Jacksonville State University (AL)","M.P.A.","1984","Jacksonville State University (AL)","B.A.","1981","","","","","","","Rep. Mike Rogers","US Representative","Room 324","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-0103","","http://mikerogers.house.gov/contact-mike/email-me","http://mikerogers.house.gov/","","http://www.facebook.com/CongressmanMikeDRogers","http://twitter.com/RepMikeRogersAL","http://www.youtube.com/user/MikeRogersAL03","Images\Photos\FL\H","Rogers_Mike_192661.jpg"
32889,378573,"FL","H",323,"HI","Hawaii","02","","",1,75.799999999999997,"2012","2016","G","H2HI02508",0,0,0,0,0,100,0,31,"AOK","Normal",1370,1849,"D","Tulsi","Gabbard","","Tulsi","Rep.","","US Representative","","F","Tulsi Gabbard","GAB-urd","Leloaloa, A.S.","1981","04","12","Married","Abraham Williams","Honolulu, HI","","HIN","Hinduism",7,"Hawaiian/Pacific Islander","Member, Honolulu City Council","2011-2012","Member, HI State House","2002-2004","OTH","Co-founder","PUB","Legislative Assistant","Hawaii Pacific University","B.A.","2009","","","","","","","HI National Guard","CPT","2003-Current","","","","Rep. Tulsi Gabbard","US Representative","Room 1609","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-1102","tulsigabbardpress@mail.house.gov","http://forms.house.gov/formsgabbard/webforms/email-me.shtml","http://gabbard.house.gov/","","http://www.facebook.com/RepTulsiGabbard","http://twitter.com/tulsipress","http://www.youtube.com/user/tulsipress","Images\Photos\FL\H","Gabbard_Tulsi_378573.jpg"
33147,500558,"FL","H",376,"LA","Louisiana","05","","",4,64,"2014","2016","G","H4LA05221",0,0,0,0,0,0,0,0,"AOK","Normal",2346,2876,"R","Ralph","Abraham","L.","Ralph","Rep.","Jr.","US Representative","Dr.","M","Ralph Lee Abraham Jr.","AY-bruh-ham","Alto, LA","1954","09","16","Married","Dianne","Mangham, LA","3 children ","BAP","Baptist",5,"White/Caucasian","","","","","MED","Aviation Medical Examiner","MED","General Family Practitioner","Louisiana State University School of Medicine","M.D.","1994","Louisiana State University School of Veterinary Medicine","D.V.M.","1980","Louisiana State University","Bach. Deg.","1978","MS National Guard Special Forces","1LT","1986-1989","","","","Rep. Ralph Abraham Jr.","US Representative","Room 417","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-1805","","http://abraham.house.gov/contact/email","http://abraham.house.gov/","","http://www.facebook.com/CongressmanRalphAbraham","http://twitter.com/RepAbraham","","Images\Photos\FL\H","Abraham_Ralph_500558.jpg"
33380,192554,"FL","S",27,"AK","Alaska","S01","","",1,40,"2002","2016","G","S4AK00099",0,0,30,35,32,33,100,90,"AOK","Normal",7664,150,"R","Lisa","Murkowski","A.","Lisa","Sen.","","US Senator","","F","Lisa Ann Murkowski","mur-KOU-skee","Ketchikan, AK","1957","05","22","Married","Verne Martell","Anchorage, AK","2 children","ROC","Roman Catholic",5,"White/Caucasian","Vice Chairman, U.S. Senate, Republican Conference","2010","Member, AK State House","1999-2002","LAW","Attorney","LAW","Commercial Attorney","Willamette University College of Law (OR)","J.D.","1985","Georgetown University (DC)","B.A.","1980","Willamette University (OR)","Att.","1977","","","","","","","Sen. Lisa Murkowski","US Senator","Room 709","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-0203","","https://www.murkowski.senate.gov/public/index.cfm/contact","http://www.murkowski.senate.gov","","http://www.facebook.com/SenLisaMurkowski","http://twitter.com/lisamurkowski","http://www.youtube.com/user/senatormurkowski","Images\Photos\FL\S","Murkowski_Lisa_192554.jpg"
33757,248506,"FL","S",42,"MN","Minnesota","S01","","",1,65.200000000000003,"2006","2018","G","S6MN00267",0,0,85,90,92,94,38,45,"AOK","Normal",7712,3788,"DFL","Amy","Klobuchar","","Amy","Sen.","","US Senator","","F","Amy Klobuchar","KLOE-buh-shar","Plymouth, MN","1960","05","25","Married","John Bessler","Minneapolis, MN","1 child","CON","Congregationalist",5,"White/Caucasian","Chairman, U.S. Senate Subcommittee on Administrative Oversight and the Courts","2013","Chairman, U.S. Senate Subcommittee on Competitiveness, Innovation, and Export Promotion","2013","LAW","Partner","LAW","Associate Partner","University of Chicago (IL)","J.D.","1985","Yale University (CT)","B.A.","1982","Wayzata High School (MN)","","1982","","","","","","","Sen. Amy Klobuchar","US Senator","Room 302","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-2308","","http://www.klobuchar.senate.gov/public/email-amy","http://klobuchar.senate.gov","","http://www.facebook.com/amyklobuchar","http://twitter.com/AmyKlobuchar","http://www.youtube.com/user/senatorklobuchar","Images\Photos\FL\S","Klobuchar_Amy_248506.jpg"
34944,216187,"FL","H",137,"TX","Texas","19","","",12,77.099999999999994,"2003","2016","G","H4TX19102",0,0,0,10,6,7,83,87,"AOK","Retiring at end of term",6121,6996,"R","Randy","Neugebauer","","Randy","Rep.","","US Representative","","M","Robert Randolph Neugebauer","NAW-geh-bow-er","St. Louis, MO","1949","12","24","Married","Dana Collins","Lubbock, TX","2 children ;  4 grandchildren ","BAP","Baptist",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Housing and Insurance","2014","Chairman, U.S. House Subcommittee on Oversight and Investigations","2013","BUS","Chair","BUS","President","Texas Technical University Law School","B.B.A.","1972","National Air War College","Att.","1972","","","","","","","","","","Rep. Randy Neugebauer","US Representative","Room 1424","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-4319","","http://randy.house.gov/contact/email","http://randy.house.gov","","http://www.facebook.com/rep.randy.neugebauer","http://twitter.com/RandyNeugebauer","http://www.youtube.com/user/RandyNeugebauer","Images\Photos\FL\H","Neugebauer_Randy_216187.jpg"
35360,209922,"FL","H",435,"GU","Guam","01","","",1,57.899999999999999,"2002","2016","G","H2GU00033",0,0,0,0,0,0,0,0,"AOK","Normal",7787,7924,"D","Madeleine","Bordallo","Z.","Madeleine","Del.","","US Representative","","F","Madeleine Zeien Bordallo","bor-DAHL-ee-o","Graceville, MN","1933","05","31","Widow","","Tamuning, GU","1 child ; 1 grandchild","ROC","Roman Catholic",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on Readiness","2014","Lt. Governor, Guam","1995-2002","BUS","General Manager","ENT","Voice Recital","St. Katherine's College (MN)","A.A.","1953","St. Mary's College (IN)","Att.","1952","George Washington High School (Guam)","","1951","","","","","","","Del. Madeleine Bordallo","US Representative","Room 2441","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-5301","madeleine.bordallo@mail.house.gov","http://bordallo.house.gov/contact/email","http://bordallo.house.gov/","","http://www.facebook.com/madeleine.bordallo","","","Images\Photos\FL\H","Bordallo_Madeleine_209922.jpg"
36514,284674,"FL","H",303,"KY","Kentucky","06","","",5,60,"2012","2016","G","H0KY06104",0,0,0,0,0,10,0,85,"AOK","Normal",2203,2731,"R","Andy","Barr","","Andy","Rep.","IV","US Representative","","M","Garland Hale Barr IV","bar","Lexington, KY","1973","07","24","Married","Eleanor Carol Leavell","Lexington, KY","2 children ","EPI","Episcopalian",5,"White/Caucasian","Candidate, US House Kentucky District 6 (KY06)","2010-2010","Vice President, Fayette County Republican Party","2010-2010","EDU","Part-time Instructor","LAW","Associate","University of Kentucky College of Law","J.D.","2001","University of Virginia","B.A.","1996","Henry Clay High School (KY)","","1992","","","","","","","Rep. Andy Barr IV","US Representative","Room 1432","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-1706","","http://barr.house.gov/contact/email-me","http://barr.house.gov/","","http://www.facebook.com/RepAndyBarr","http://twitter.com/RepAndyBarr","http://www.youtube.com/user/RepAndyBarr","Images\Photos\FL\H","Barr_Andy_284674.jpg"
36723,250197,"FL","H",272,"SD","South Dakota","01","","",1,66.5,"2010","2016","G","H0SD00054",0,0,0,0,6,9,92,90,"AOK","Normal",5887,6727,"R","Kristi","Noem","Lynn","Kristi","Rep.","","US Representative","","F","Kristi Lynn Arnold Noem","NOHM","Watertown, SD","1971","11","30","Married","Bryon Noem","Castlewood, SD","3 children","EVA","Evangelical",5,"White/Caucasian","Assistant Majority Leader, SD State House","2009-2011","Member (SD006 R), SD State House","2007-2011","BUS","Media Consultant","BUS","Former Hunting Lodge Owner","South Dakota State University","Bach. Deg.","2012","Mount Marty College (SD)","Att.","2012","Northern State University, Aberdeen (SD)","Att.","1992","","","","","","","Rep. Kristi Noem","US Representative","Room 2422","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-4101","","http://noem.house.gov/index.cfm/email-kristi","http://noem.house.gov/","","","http://twitter.com/RepKristiNoem","http://www.youtube.com/user/RepKristiNoem","Images\Photos\FL\H","Noem_Kristi_250197.jpg"
36750,224949,"FL","H",138,"NC","North Carolina","01","","",2,73.400000000000006,"2004","2016","G","H4NC01046",0,0,85,75,97,96,33,40,"AOK","Normal",4646,5471,"D","G.K.","Butterfield","","G.K.","Rep.","Jr.","US Representative","","M","George Kenneth Butterfield Jr.","BUT ter FEEL d","Wilson, NC","1947","04","27","Divorced","","Wilson, NC","3 children ","BAP","Baptist",6,"Two or More Ethnicities","Ranking Minority Member, U.S. House Subcommittee on Commerce, Manufacturing and Trade","2013","Judge, NC Special Superior Court","2002-2004","LAW","Senior Partner","BUS","Owner and Operator","North Carolina Central University School of Law","J.D.","1974","North Carolina Central University","B.A.","1971","Charles H. Darden High School","","1965","U.S. Army","","1968-1970","","","","Rep. G.K. Butterfield Jr.","US Representative","Room 2305","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3301","","https://butterfield.house.gov/contact/email-me","http://butterfield.house.gov","","http://www.facebook.com/congressmangkbutterfield","http://twitter.com/gkbutterfield","http://www.youtube.com/user/GKBNC01","Images\Photos\FL\H","Butterfield_GK_224949.jpg"
36764,226527,"FL","H",145,"NE","Nebraska","01","","",1,68.799999999999997,"2004","2016","G","H4NE01064",0,0,15,5,17,18,100,87,"AOK","Normal",3918,4542,"R","Jeff","Fortenberry","L.","Jeff","Rep.","","US Representative","","M","Jeffrey Lane Fortenberry","FOR-tuhn-bair-ee","Baton Rouge, LA","1960","12","27","Married","Celeste Gregory","Lincoln, NE","5 children","ROC","Roman Catholic",5,"White/Caucasian","Vice Chair, U.S. House Subcommittee on Military Construction, Veterans Affairs, and Related Agencies","2014","Vice Chair, U.S. House Subcommittee on Africa, Global Health, and Human Rights","2013","BUS","Sales Representative","BUS","Public Relations and Foundation Activities Director","Franciscan University (OH)","M.A.","1996","Georgetown University (DC)","M.PP","1986","Louisiana State University","B.A.","1982","","","","","","","Rep. Jeff Fortenberry","US Representative","Room 1514","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-2701","","http://fortenberry.house.gov/contact/email-me","http://fortenberry.house.gov","","http://www.facebook.com/jefffortenberry","http://twitter.com/jefffortenberry","http://www.youtube.com/user/JeffFortenberry","Images\Photos\FL\H","Fortenberry_Jeff_226527.jpg"
36775,248289,"FL","H",166,"FL","Florida","14","","",4,100,"2006","2016","G","H6FL11126",0,0,75,70,95,96,33,14,"AOK","Normal",981,1423,"D","Kathy","Castor","A.","Kathy","Rep.","","US Representative","","F","Katherine Anne Castor","KAS-tur","Miami, FL","1966","08","20","Married","Bill Lewis","Tampa, FL","2 children","PRE","Presbyterian",5,"White/Caucasian","Chair, Hillsborough County Environmental Protection Commission","1982","Member, Hillsborough County Commission","2002-2006","LAW","Partner","LAW","Associate","Florida State University School of Law","J.D.","1991","Emory University - Atlanta (GA)","B.A.","1988","Chamberlain High School (FL)","","1988","","","","","","","Rep. Kathy Castor","US Representative","Room 205","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-0914","","https://castor.house.gov/contact/contactform.htm","http://castor.house.gov","","http://www.facebook.com/USRepKathyCastor","http://twitter.com/USRepKCastor","http://www.youtube.com/user/RepKathyCastor","Images\Photos\FL\H","Castor_Kathy_248289.jpg"
36788,274097,"FL","H",437,"MP","Mariana Islands","01","","",1,66,"2008","2016","G","H8MP00041",0,0,0,0,0,0,0,0,"AOK","Normal",7982,8165,"D","Gregorio","Sablan","K.C.","Killili","Del.","","US Representative","","M","Gregorio Kilili Camacho Sablan","greg-OREO key-LEE-lee kaMAH-cho sab-LAHN","Saipan, MP","1955","01","19","Married","Andrea C.","Saipan, MP","6 children","ROC","Roman Catholic",2,"Hispanic/Latino","Ranking Minority Member, U.S. House Subcommittee on Fisheries, Wildlife, Oceans and Insular Affairs","2014","Member, Northern Marianas House","1982-1986","PUB","Special Assistant","PUB","Management and Budget Special Assistant","University of Hawaii, Manoa","Att.","1990","University of Guam","Att.","1990","","","","U.S. Army","","1981-1986","","","","Del. Gregorio Sablan","US Representative","Room 423","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-5601","kilili@mail.house.gov","http://sablan.house.gov/contact-me/email-me-zip-authenticated","http://sablan.house.gov/","","http://www.facebook.com/pages/Gregorio-Kilili-Camacho-Sablan/153423912663","","http://www.youtube.com/user/CongressmanSablan","Images\Photos\FL\H","Sablan_Gregorio_274097.jpg"
