"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
31813,227470,"FL","H",365,"AZ","Arizona","01","","",4,48.799999999999997,"2012","2014","G","H8AZ01104",0,0,35,0,46,0,95,0,"AOK","Normal",209,215,"D","Ann","Kirkpatrick","","Ann","Rep.","","US Representative","","F","Ann Kirkpatick","kirk-PA-trik","McNary, AZ","1950","03","24","Married","Roger Curley","Flagstaff, AZ","2 children","ROC","Roman Catholic",5,"White/Caucasian","Candidate, US House Arizona District 1 (AZ01)","2010-2010","Member, U.S. House of Representatives","2009-2011","LAW","Attorney","EDU","Business Law and Ethics Instructor","University of Arizona James E. Rogers College of Law (AZ)","J.D.","2009-2011","University of Arizona (AZ)","B.A.","2009-2011","Blue Ridge High School (AZ)","","2009-2011","","","","","","","Rep. Ann Kirkpatrick","US Representative","Room 330","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0301","","http://kirkpatrick.house.gov/contact/email-me","http://kirkpatrick.house.gov/","","http://www.facebook.com/KirkpatrickForArizona?ref=ts","http://twitter.com/ann_kirkpatrick","http://www.youtube.com/user/Kirkpatrick4Arizona","Images\Photos\FL\H","Kirkpatrick_Ann_227470.jpg"
31814,211681,"FL","H",161,"MN","Minnesota","02","","",1,54.700000000000003,"2002","2014","G","H8MN06047",0,0,0,0,8,0,80,0,"AOK","Normal",3175,3791,"R","John","Kline","","John","Rep.","","US Representative","","M","John Kline, Jr.","klyne","Allentown, PA","1947","09","06","Married","Vicky","Burnsville, MN","2 children","MET","Methodist",5,"White/Caucasian","Chairman, U.S. House Committee on Education and the Workforce","2013","Member, Lakeville (MN) Environmental Affairs Committee","2013","BUS","Leadership Consultant","MIL","Col","Shippensburg University (PA)","M.A.","1988","Rice University (TX)","B.A.","1969","","","","U.S. Marine Corps","Col","1969-1994","","","","Rep. John Kline","US Representative","Room 2439","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-2302","","http://kline.house.gov/index.cfm?sectionid=233","http://kline.house.gov","","http://www.facebook.com/pages/John-Kline/16149655054","http://twitter.com/repjohnkline","http://www.youtube.com/user/repjohnkline","Images\Photos\FL\H","Kline_John_211681.jpg"
31816,158731,"FL","H",55,"CA","California","18","","",6,70.5,"1992","2014","G","H8CA12098",0,0,0,0,0,0,0,0,"AOK","Normal",433,867,"D","Anna","Eshoo","G.","Anna","Rep.","","US Representative","","F","Anna Georges Eshoo","EH-shoo","New Britain, CT","1942","12","13","Divorced","","Atherton, CA","2 children","ROC","Roman Catholic",5,"White/Caucasian","Co-Chair, U.S. House The Cybersecurity Working Group","2013","Ranking Minority Member, U.S. House Subcommittee on Communications and Technology","2013","BUS","Administrative Assistant","","","University of San Francisco (CA)","Att.","1979","Canada College (CA)","A.A.","1975","","","","","","","","","","Rep. Anna Eshoo","US Representative","Room 241","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0518","","https://forms.house.gov/eshoo/webforms/issue_subscribe.htm","http://eshoo.house.gov","","http://www.facebook.com/RepAnnaEshoo","http://twitter.com/RepAnnaEshoo","http://www.youtube.com/user/RepAnnaEshoo","Images\Photos\FL\H","Eshoo_Anna_158731.jpg"
31817,158756,"FL","H",67,"CA","California","39","","",4,57.799999999999997,"1992","2014","G","H6CA39020",0,0,100,0,100,0,55,0,"AOK","Normal",454,888,"R","Ed","Royce","R.","Ed","Rep.","","US Representative","","M","Edward Randall Royce","royss","Los Angeles, CA","1951","10","12","Married","Marie Therese Porter","Fullerton, CA","","ROC","Roman Catholic",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Terrorism, Nonproliferation and Trade","2013","Member (CA40 R), U.S. House of Representatives","1992-2013","BUS","Tax Manager","","","California State University - Fullerton","B.A.","1977","","","","","","","","","","","","","Rep. Ed Royce","US Representative","Room 2185","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0539","","http://royce.house.gov/Contact/ZipCheck.htm","http://www.royce.house.gov","http://www.royce.house.gov/NewsBlog/","http://www.facebook.com/EdRoyce","http://twitter.com/RepEdRoyce","http://www.youtube.com/user/RepEdRoyce","Images\Photos\FL\H","Royce_Ed_158756.jpg"
31820,211686,"FL","H",155,"NJ","New Jersey","05","","",4,55,"2002","2014","G","H8NJ05052",0,0,0,0,4,0,70,0,"AOK","Normal",4201,4980,"R","Scott","Garrett","","Scott","Rep.","","US Representative","","M","E. Scott Garrett","GAIR-uht","Englewood, NJ","1959","07","09","Married","Mary Ellen Cosmas","Wantage Township, NJ","2 children","USP","Protestant - Unspecified Christian",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Capital Markets and Government Sponsored Enterprises","2013","Vice Chair, U.S. House Committee on Budget","2013","LAW","Associate","LAW","Associate","Rutgers University Law School (NJ)","J.D.","1984","Montclair State College (NJ)","B.A.","1981","High Point Regional High School (NJ)","","1977","","","","","","","Rep. Scott Garrett","US Representative","Room 2232","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-3005","","http://garrett.house.gov/contact-me/email-me","http://garrett.house.gov","","http://www.facebook.com/repscottgarrett","","http://www.youtube.com/user/repscottgarrett","Images\Photos\FL\H","Garrett_Scott_211686.jpg"
31822,310708,"FL","H",203,"NM","New Mexico","02","","",1,59.100000000000001,"2010","2014","G","H2NM02126",0,0,5,0,13,0,80,0,"AOK","Normal",4291,5112,"R","Steve","Pearce","E.","Steve","Rep.","","US Representative","","M","Stevan Edward Pearce","peerce","Lamesa, TX","1947","08","24","Married","Cynthia","Hobbs, NM","1 child","BAP","Baptist",5,"White/Caucasian","Republican Candidate, U.S. Senate","2008","Assistant Republican Whip, U.S. House of Representatives","2008","BUS","Co-owner and Operator","BUS","Small Business Owner","Eastern New Mexico University","M.B.A.","1991","New Mexico State University","B.B.A.","1970","","","","U.S. Air Force","Capt","1970-1976","","","","Rep. Steve Pearce","US Representative","Room 2432","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-3102","","https://pearce.house.gov/contact-me/email-me","http://pearce.house.gov/","","http://www.facebook.com/RepStevePearce","http://twitter.com/repstevepearce","http://www.youtube.com/user/NMstevepearce","Images\Photos\FL\H","Pearce_Steve_310708.jpg"
31824,197852,"FL","H",401,"OH","Ohio","03","","",4,68.299999999999997,"2012","2014","G","H2OH03125",0,0,25,0,54,0,100,0,"AOK","Normal",4926,5755,"D","Joyce","Beatty","","Joyce","Rep.","","US Representative","Dr.","F","Joyce Beatty","","Dayton, OH","1950","03","12","Married","Otto Beatty, Jr.","Columbus, OH","2 stepchildren","BAP","Baptist",1,"Black/African American","Minority Leader, OH State House","2006-2008","Member, OH State House","1999-2008","EDU","Senior Vice President of Outreach and Engagement","BUS","Management Consultant and President","University of Cincinnati (OH)","Att.","1979","Wright State University (OH)","M.S.","1975","Central State University (OH)","B.A.","1972","","","","","","","Rep. Joyce Beatty","US Representative","Room 417","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-3503","","http://beatty.house.gov/contact/email-me","http://beatty.house.gov/","","http://www.facebook.com/JoyceBeattyforCongress","http://twitter.com/JoyceBeatty","","Images\Photos\FL\H","Beatty_Joyce_197852.jpg"
31825,289367,"FL","H",374,"CA","California","21","","",15,57.799999999999997,"2012","2014","G","H2CA20094",0,0,5,0,5,0,79,0,"AOK","Normal",436,870,"R","David","Valadao","G.","David","Rep.","","US Representative","","M","David G. Valadao","vall-a-DAH-oh","Hanford, CA","1977","04","14","Married","Terra","Hanford, CA","3 children ","ROC","Roman Catholic",2,"Hispanic/Latino","Candidate, California Assembly District 32 (CA032)","2012-2012","Vice Chair, CA State Assembly Committee on Agriculture","2012","AGR","Farmer","AGR","Managing Partner","College of the Sequoias (CA)","Att.","1998","Hanford High School","","1995","","","","","","","","","","Rep. David Valadao","US Representative","Room 1004","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-0521","","https://valadao.house.gov/contact/email-me","http://valadao.house.gov/","","","http://twitter.com/dgvaladao","","Images\Photos\FL\H","Valadao_David_289367.jpg"
31828,211693,"FL","H",152,"OK","Oklahoma","04","","",2,67.900000000000006,"2002","2014","G","H2OK04055",0,0,10,0,13,0,84,0,"AOK","Normal",5077,5908,"R","Tom","Cole","","Tom","Rep.","","US Representative","","M","Thomas Jeffrey Cole","koal","Shreveport, LA","1949","04","28","Married","Ellen Elizabeth Decker","Moore, OK","1 child","MET","Methodist",5,"White/Caucasian","Vice Chair, U.S. House Subcommittee on State, Foreign Operations and Related Programs","2013","Chair, National Republican Congressional Committee","2006-2008","BUS","Consultant","BUS","President","University of Oklahoma (OK)","Ph.D.","1984","University of London - Queens College (England)","","1978","Yale University (CT)","M.A.","1974","","","","","","","Rep. Tom Cole","US Representative","Room 2458","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-3604","","https://coleforms.house.gov/contact/default.aspx","http://cole.house.gov","","http://www.facebook.com/TomColeOK04","http://twitter.com/tomcoleok04","http://www.youtube.com/reptomcole","Images\Photos\FL\H","Cole_Tom_211693.jpg"
31830,210102,"FL","H",290,"CO","Colorado","04","","",3,58.399999999999999,"2010","2014","G","H0CO04122",0,0,0,0,0,0,0,0,"AOK","Normal",592,1028,"R","Cory","Gardner","","Cory","Rep.","","US Representative","","M","Cory Gardner","GARD-nur","Yuma, CO","1974","08","22","Married","Jaime","Yuma, CO","2 children ","LUT","Lutheran",5,"White/Caucasian","Minority Whip, CO State House","2007-2010","Member, CO State House","2005-2010","LAW","Attorney","BUS","Dealer","University of Colorado School of Law","J.D.","2001","Colorado State University","B.A.","1997","","","","","","","","","","Rep. Cory Gardner","US Representative","Room 213","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0604","","https://gardner.house.gov/contact-me","http://gardner.house.gov/","","","http://twitter.com/repcorygardner","http://www.youtube.com/user/CongressmanGardner","Images\Photos\FL\H","Gardner_Cory_210102.jpg"
31832,198216,"FL","H",156,"PA","Pennsylvania","06","","",3,57.100000000000001,"2002","2014","G","H2PA06114",0,0,40,0,67,0,90,0,"AOK","Normal",5328,6163,"R","Jim","Gerlach","","Jim","Rep.","","US Representative","","M","James William Gerlach","GUR-lok","Ellwood City, PA","1955","02","25","Married","Karen","Chester Springs, PA","3 children; 3 stepchildren","USP","Protestant - Unspecified Christian",5,"White/Caucasian","Member, PA State Senate","1994-2002","Member, PA State House of Representatives","1991-1994","PUB","Legislative Assistant","LAW","Special Counsel","Dickinson School of Law (PA)","J.D.","1980","Dickinson College (PA)","B.A.","1977","Lincoln High School (PA)","","1973","","","","","","","Rep. Jim Gerlach","US Representative","Room 2442","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-3806","","http://gerlach.house.gov/Contact/EmailJim.htm","http://gerlach.house.gov","","http://www.facebook.com/repjimgerlach","http://twitter.com/jimgerlach","http://www.youtube.com/user/RepMeehan","Images\Photos\FL\H","Gerlach_Jim_198216.jpg"
31854,248293,"FL","H",213,"GA","Georgia","04","","",5,73.599999999999994,"2006","2014","G","H6GA04129",0,0,100,0,96,0,47,0,"AOK","Normal",1156,1600,"D","Hank","Johnson","C.","Hank","Rep.","","US Representative","","M","Henry C. Johnson, Jr.","JAHN-suhn","Washington, DC","1954","10","02","Married","Mereda Davis","Lithonia, GA","2 children","BUD","Buddhism",1,"Black/African American","Chair, DeKalb County Budget Committee","1974","Co-Chair, Obama Campaign in Georgia","1974","LAW","Associate Judge","LAW","Attorney and Partner","Texas Southern University - Thurgood Marshall School of Law (TX)","J.D.","1979","Clark College (GA)","B.A.","1976","Roosevelt Senior High School (DC)","","1976","","","","","","","Rep. Hank Johnson","US Representative","Room 2240","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-1004","","https://hankjohnson.house.gov/contact-me/email-me","http://hankjohnson.house.gov","","http://www.facebook.com/pages/Congressman-Hank-Johnson/115356957005","http://twitter.com/RepHankJohnson","http://www.youtube.com/user/RepHankJohnson","Images\Photos\FL\H","Johnson_Hank_248293.jpg"
31855,277349,"FL","H",263,"IL","Illinois","05","","",6,65.700000000000003,"2009","2014","G","H0IL05096",0,0,0,0,0,0,0,0,"AOK","Normal",1523,2043,"D","Mike","Quigley","","Mike","Rep.","","US Representative","","M","Mike Quigley","KWIG-lee","Carol Stream, IL","1958","10","17","Married","Barbara","Lake View, IL","2 children","CAT","Catholic",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on TARP, Financial Services and Bailouts of Public and Private Programs","2013","Candidate, 46th Ward Alderman, Chicago, IL","1991","EDU","Adjunct Professor of Political Science","EDU","Adjunct Professor of Political Science","Loyola University Law School (IL)","J.D.","1989","University of Chicago (IL)","M.PP","1985","Roosevelt University (IL)","B.A.","1981","","","","","","","Rep. Mike Quigley","US Representative","Room 1124","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-1305","","http://forms.house.gov/quigley/webforms/issue_subscribe.htm","http://quigley.house.gov/","","http://www.facebook.com/repmikequigley","http://twitter.com/RepMikeQuigley","http://www.youtube.com/user/RepMikeQuigley","Images\Photos\FL\H","Quigley_Mike_277349.jpg"
31856,227370,"FL","H",399,"IN","Indiana","02","","",7,49,"2012","2014","G","H0IN02190",0,0,85,0,88,0,60,0,"AOK","Normal",1716,2238,"R","Jackie","Walorski","","Jackie","Rep.","","US Representative","","F","Jacqueline Walorski Swihart","","South Bend, IN","1963","08","17","Married","Dean Swihart","Elkhart, IN","","EVA","Evangelical",5,"White/Caucasian","Candidate, US House Indiana District 2 (IN02)","2010-2010","Assistant Minority Floor Leader, IN State House","2010","VOL","Founder","EDU","Development Director","Taylor University (IN)","B.A.","1985","Liberty Baptist College (VA)","Att.","1983","James Whitcomb Riley High School (IN)","","1981","","","","","","","Rep. Jackie Walorski","US Representative","Room 419","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-1402","","https://walorski.house.gov/contact/email-me","http://walorski.house.gov/","","http://www.facebook.com/standwithjackie","http://twitter.com/jackiewalorski","http://www.youtube.com/user/standwithjackie","Images\Photos\FL\H","Walorski_Jackie_227370.jpg"
31860,195388,"FL","H",162,"ME","Maine","02","","",1,56,"2002","2014","G","H2ME02097",0,0,85,0,92,0,55,0,"AOK","Normal",2494,3026,"D","Michael","Michaud","H.","Mike","Rep.","","US Representative","","M","Michael Herman Michaud","MISH-oh","Millinocket, ME","1955","01","18","Single","","East Millinocket, ME","","ROC","Roman Catholic",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on Health","2013","President, ME State Senate","2000-2002","BUS","Paper Maker and Finisher","","","Harvard University John F. Kennedy School of Government (MA)","Att.","2000-2002","University of Maine","Att.","1979","Schenck High School (ME)","","1973","","","","","","","Rep. Michael Michaud","US Representative","Room 1724","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-1902","","http://michaud.house.gov/email","http://michaud.house.gov","","http://www.facebook.com/RepMikeMichaud","http://twitter.com/RepMikeMichaud","http://www.youtube.com/repmikemichaud","Images\Photos\FL\H","Michaud_Michael_195388.jpg"
31861,120144,"FL","H",167,"MD","Maryland","02","","",3,65.599999999999994,"2002","2014","G","H2MD02160",0,0,90,0,96,0,63,0,"AOK","Normal",2682,3216,"D","Dutch","Ruppersberger","","Dutch","Rep.","","US Representative","","M","Charles Albert Ruppersberger","ROO-purs-bur-gur","Baltimore, MD","1946","01","31","Married","Kay Murphy","Cockeysville, MD","2 children","CHC","Christian Church",5,"White/Caucasian","Ranking Minority Member, U.S. House Permanent Select Committee on Intelligence","2013","Delegate, Democratic National Conventions","2000","LAW","Attorney","LAW","Law Clerk","University of Baltimore School of Law (MD)","J.D.","1970","University of Maryland - College Park","B.A.","1967","Baltimore City College (MD)","","1967","","","","","","","Rep. Dutch Ruppersberger","US Representative","Room 2416","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-2002","","http://dutch.house.gov/email-dutch.shtml","http://dutch.house.gov","","http://www.facebook.com/pages/Dutch-Ruppersberger/184756771570504","http://twitter.com/Call_Me_Dutch","http://www.youtube.com/user/ruppersberger","Images\Photos\FL\H","Ruppersberger_Dutch_120144.jpg"
31863,195215,"FL","H",173,"MD","Maryland","08","","",4,63.399999999999999,"2002","2014","G","H2MD08126",0,0,90,0,96,0,55,0,"AOK","Normal",2688,3222,"D","Chris","Van Hollen","","Chris","Rep.","Jr.","US Representative","","M","Christopher J. Van Hollen, Jr.","van-HAH-luhn","Karachi, Pakistan","1959","01","10","Married","Katherine A. Wilkens","Kensington, MD","3 children","EPI","Episcopalian",5,"White/Caucasian","Ranking Minority Member, U.S. House Committee on Budget","2013","Chairman, Democratic Congressional Campaign Committee","2009-2010","LAW","Attorney","PUB","Senior Advisor","Georgetown University (DC)","J.D.","1990","John F. Kennedy School of Government, Harvard University (MA)","M.PP","1985","Swarthmore College (PA)","B.A.","1982","","","","","","","Rep. Chris Van Hollen Jr.","US Representative","Room 1707","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-2008","","http://vanhollen.house.gov/Contact/","http://vanhollen.house.gov","","http://www.facebook.com/chrisvanhollen","http://twitter.com/chrisvanhollen","http://www.youtube.com/user/RepChrisVanHollen","Images\Photos\FL\H","VanHollen_Chris_195215.jpg"
31865,290081,"FL","H",377,"MI","Michigan","11","","",9,50.799999999999997,"2012","2014","G","H2MI11133",0,0,0,0,0,0,0,0,"AOK","Normal",3021,3635,"R","Kerry","Bentivolio","","Kerry","Rep.","","US Representative","","M","Kerry Bentivolio","","Royal Oak, MI","1951","10","06","Married","Karen","Milford, MI","2 children ;  3 grandchildren ","ROC","Roman Catholic",5,"White/Caucasian","Candidate, Michigan Senate District 15 (MI015)","2010-2010","Volunteer, Ronald Reagan Presidential Campaign","1980","BUS","Homebuilder","EDU","Teacher of English, history, social studies and computer-aided design in both public and private schools","Marygrove College (MI)","M.Ed.","2001","St. Mary’s College (MI)","B.A.","1999","Michigan State University - East Lansing","Att.","1975","MI Army National Guard","1SG","1990-2009","U.S. Army","","1970-1971","Rep. Kerry Bentivolio","US Representative","Room 226","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-2211","","http://bentivolio.house.gov/contact/email-me","http://bentivolio.house.gov/","","http://www.facebook.com/repkerryb","http://twitter.com/KerryBentivolio","","Images\Photos\FL\H","Bentivolio_Kerry_290081.jpg"
31866,211716,"FL","H",163,"MI","Michigan","10","","",4,68.799999999999997,"2002","2014","G","H6MI12181",0,0,30,0,67,0,100,0,"AOK","Normal",3020,3634,"R","Candice","Miller","S.","Candice","Rep.","","US Representative","","F","Candice S. Miller","MIH-lur","Detroit, MI","1954","05","07","Married","Donald Miller","Harrison Township, MI","1 child","PRE","Presbyterian",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Border and Maritime Security","2013","Macomb County, MI Chair, John Engler Campaign for Governor of MI","2013","PUB","Supervisor","","","Northwood University (MI)","Att.","1974","Macomb Community College (MI)","Att.","1974","Lakeshore High School (MI)","","1974","","","","","","","Rep. Candice Miller","US Representative","Room 320","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-2210","","https://candicemiller.house.gov/contact-me/email-me","http://candicemiller.house.gov","","http://www.facebook.com/CongresswomanCandiceMiller","http://twitter.com/CandiceMiller","http://www.youtube.com/user/candicemi10","Images\Photos\FL\H","Miller_Candice_211716.jpg"
31965,240412,"FL","S",51,"MO","Missouri","S01","","",1,54.799999999999997,"2006","2018","G","S6MO00305",0,0,90,0,95,0,9,0,"AOK","Normal",7716,4179,"D","Claire","McCaskill","","Claire","Sen.","","US Senator","","F","Claire McCaskill","mih-KAS-kuhl","Rolla, MO","1953","07","24","Married","Joseph Shepard","Kirkwood, MO (St. Louis)","3 children; 4 stepchildren","ROC","Roman Catholic",5,"White/Caucasian","Chairman, U.S. Senate Ad Hoc Subcommittee on Contracting Oversight","2013","Chairman, U.S. Senate Subcommittee on Readiness and Management Support","2013","LAW","Partner","LAW","Associate","University of Missouri Law School","J.D.","1978","University of Missouri","B.S.","1975","Hickman High School (MO)","","1975","","","","","","","Sen. Claire McCaskill","US Senator","Suite 506","HSOB- Hart Senate Office Building","Constitution Avenue and 2nd Street, NE","","Washington, DC 20510-2507","","http://mccaskill.senate.gov/?p=contact","http://mccaskill.senate.gov","","http://www.facebook.com/pages/Senator-Claire-McCaskill/131498087618?v=wall","http://twitter.com/ClairecMc","http://www.youtube.com/senatormccaskill","Images\Photos\FL\S","McCaskill_Claire_240412.jpg"
32064,211718,"FL","H",147,"NY","New York","01","","",13,52.399999999999999,"2002","2014","G","H2NY01067",0,0,95,0,96,0,55,0,"AOK","Normal",4405,5228,"D","Tim","Bishop","H.","Tim","Rep.","","US Representative","","M","Timothy H. Bishop","BIH-shuhp","Southampton, NY","1950","06","01","Married","Kathryn","Southampton, NY","2 children","ROC","Roman Catholic",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on Water Resources and Environment","2013","","","","","","","Long Island University (NY)","M.P.A.","1981","College of the Holy Cross (MA)","B.A.","1972","Southampton High School (MA)","","1968","","","","","","","Rep. Tim Bishop","US Representative","Room 306","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-3201","","https://timbishop.house.gov/email-me","http://timbishop.house.gov","","http://www.facebook.com/RepTimBishop","","","Images\Photos\FL\H","Bishop_Tim_211718.jpg"
32065,158713,"FL","H",45,"AZ","Arizona","07","","",1,81.700000000000003,"1991","2014","G","H2AZ02055",0,0,100,0,96,0,50,0,"AOK","Normal",215,221,"D","Ed","Pastor","","Ed","Rep.","","US Representative","","M","Edward Lopez Pastor","pass-TOR","Claypool, AZ","1943","06","28","Married","Verma Mendez","Phoenix, AZ","2 children ;  4 grandchildren ","CAT","Catholic",2,"Hispanic/Latino","Member (AZ04 R), U.S. House of Representatives","2010-2013","Member, Maricopa County Board of Supervisors","1977-1991","PUB","Staff","BUS","Deputy Director","Arizona State University","J.D.","1974","Arizona State University","B.A.","1966","Miami Public Schools (AZ)","","1966","","","","","","","Rep. Ed Pastor","US Representative","Room 2465","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0307","","http://forms.house.gov/pastor/webforms/issue_subscribe.htm","http://www.pastor.house.gov","","http://www.facebook.com/edpastor04","","","Images\Photos\FL\H","Pastor_Ed_158713.jpg"
32067,272496,"FL","H",243,"CA","California","50","","",10,67.700000000000003,"2008","2014","G","H8CA52052",0,0,10,0,8,0,80,0,"AOK","Normal",465,899,"R","Duncan","Hunter","D.","Duncan","Rep.","","US Representative","","M","Duncan D. Hunter Jr.","HUN-tur","San Diego, CA","1976","12","07","Married","Margaret","Alpine, CA","3 children","BAP","Baptist",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Early Childhood, Elementary, and Secondary Education","2013","Member (CA52 R), U.S. House of Representatives","2008-2013","BUS","Business and Computer Analyst","","","Marine Corps Officer Candidate School (VA)","","2002","San Diego State University (CA)","B.A.","2001","Granite Hills High School (CA)","","1994","U.S. Marine Corps Reserve","Capt","2005-2007","U.S. Marine Corps","1stLt","2001-2005","Rep. Duncan Hunter","US Representative","Room 223","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0550","","http://hunterforms.house.gov/contact","http://www.hunter.house.gov","","http://www.facebook.com/DuncanHunter","","http://www.youtube.com/CongressmanHunter","Images\Photos\FL\H","Hunter_Duncan_272496.jpg"
34944,216187,"FL","H",174,"TX","Texas","19","","",13,85,"2003","2014","G","H4TX19102",0,0,0,0,4,0,70,0,"AOK","Normal",6121,6996,"R","Randy","Neugebauer","","Randy","Rep.","","US Representative","","M","Robert Randolph Neugebauer","NAW-guh-bou-ur","St. Louis, MO","1949","12","24","Married","Dana Collins","Lubbock, TX","2 children; 3 grandchildren","BAP","Baptist",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Oversight and Investigations","2013","Mayor Pro Tempore, Lubbock","1994-1996","BUS","Chair","BUS","President","Texas Technical University Law School","B.B.A.","1972","National Air War College","Att.","1972","","","","","","","","","","Rep. Randy Neugebauer","US Representative","Room 1424","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4319","","https://randyforms.house.gov/index.cfm?sectionid=172","http://randy.house.gov","","http://www.facebook.com/rep.randy.neugebauer","http://twitter.com/RandyNeugebauer","http://www.youtube.com/user/RandyNeugebauer","Images\Photos\FL\H","Neugebauer_Randy_216187.jpg"
35360,209922,"FL","H",351,"GU","Guam","01","","",1,58,"2002","2014","G","H2GU00033",0,0,0,0,0,0,0,0,"AOK","Normal",7787,7924,"D","Madeleine","Bordallo","Z.","Madeleine","Del.","","US Representative","","F","Madeleine Zeien Bordallo","bor-DAHL-ee-o","Graceville, MN","1933","05","31","Widow","","Tamuning, GU","1 child ; 1 grandchild","ROC","Roman Catholic",,"","Lt. Governor, Guam","1995-2002","Candidate, Governor of GU","1990","BUS","General Manager","ENT","News and Program Director","St. Katherine's College (MN)","A.A.","1953","St. Mary's College (IN)","Att.","1952","George Washington High School (Guam)","","1951","","","","","","","Del. Madeleine Bordallo","US Representative","Room 2441","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-5301","madeleine.bordallo@mail.house.gov","http://bordallo.house.gov/contact-me/email-me","http://bordallo.house.gov/","","http://www.facebook.com/madeleine.bordallo?sk=info#!/madeleine.bordallo","","","Images\Photos\FL\H","Bordallo_Madeleine_209922.jpg"
