"UID","PID","LEGTYPE","CHAMBER","CHAMBERRANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","STATUSID","STATUS","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","INCUMBENT","CUROFC","CUROFCUID","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
12660,290794,"SLE","H",,"AR","Arkansas","020","","",,65.099999999999994,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",300,338,"R","Nate","Bell","","Nate","Rep.","","Arkansas Representative Elect","","M","Jerry Nathan Bell","","","","","","Married","Phyllis Marie Reinhard","Potter, AR","2 children ","","",5,"White/Caucasian","","State Legislator for Arkansas House District 022",22300,"Certified Monitor, Arkansas Election Commission","1975","Vice Chair, Polk County Republican Party","1975","BUS","Founder, Operator, Managing Partner","AGR","Co-Operator","University of Arkansas","","1975","","","","","","","","","","","","","Rep. Nate Bell","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","nate@natebell4arkansas.com","","http://www.arkansashouse.org/member/256/nate-bell","","http://www.facebook.com/NateBell4Arkansas","http://twitter.com/NateBell4AR","","Images\Photos\SLE\AR\H","Bell_Nate_290794.jpg"
12661,270535,"SLE","H",,"AR","Arkansas","021","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",301,339,"R","Terry","Rice","","Terry","Rep.","","Arkansas Representative Elect","Hon.","M","Terry Rice","","Scott County, AR","","","","Married","JoAnn","Waldron, AR","2 children ; 4 grandchildren","BAP","Baptist",5,"White/Caucasian","","State Legislator for Arkansas House District 062",32336,"Former President, AR Home Furnishing Association","1975","","","VOL","Former President","BUS","President","","","","","","","","","","","","","","","","Rep. Terry Rice","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","terry.rice@arkansashouse.org","","http://www.arkansashouse.org/member/243/terry-rice","","","","","Images\Photos\SLE\AR\H","Rice_Terry_270535.jpg"
12662,290802,"SLE","H",,"AR","Arkansas","022","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",302,340,"R","Bruce","Westerman","","Bruce","Rep.","","Arkansas Representative Elect","","M","Bruce Westerman","","Hot Springs, AR","1967","","","Married","Sharon French","Hot Springs, AR","4 children ","BAP","Baptist",5,"White/Caucasian","","State Legislator for Arkansas House District 030",26958,"President, Fountain Lake School Board","1975","Staff Member, Office of US Senator David Pryor (AR R)","1975","BUS","Consulting Engineer","BUS","Plant Engineer","Yale University (CT)","M.S.","2000","University of Arkansas","B.S.","2000","","","","","","","","","","Rep. Bruce Westerman","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","bwforarkansas@hughes.net","","http://www.arkansashouse.org/member/296/bruce-westerman","","","","","Images\Photos\SLE\AR\H","Westerman_Bruce_290802.jpg"
12663,270507,"SLE","H",,"AR","Arkansas","023","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",303,341,"R","Ann","Clemmer","V.","Ann","Rep.","","Arkansas Representative Elect","Hon.","F","Ann V. Clemmer","","","1958","08","10","Married","Jamie Clemmer","Benton, AR","","BAP","Baptist",,"","","State Legislator for Arkansas House District 029",32330,"Member, AR State House of Representatives","2008","","","EDU","Professor","","","","","","","","","","","","","","","","","","Rep. Ann Clemmer","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","avclemmer@sbcglobal.net","","http://www.arkansashouse.org/member/224/ann-v-clemmer","","http://www.facebook.com/profile.php?id=655028570","","","Images\Photos\SLE\AR\H","Clemmer_Ann_270507.jpg"
12664,334252,"SLE","H",,"AR","Arkansas","024","","",,62.700000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",304,342,"R","Bruce","Cozart","","Bruce","Rep.","","Arkansas Representative","","M","Bruce Cozart","","","","","","","","","","","",,"","Y","State Legislator for Arkansas House District 024",26704,"","","","","","","","","","","","","","","","","","","","","","","","Rep. Bruce Cozart","Arkansas Representative","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","bruce.cozart@arkansashouse.org","","http://www.arkansashouse.org/member/300/bruce-cozart","","","","","Images\Photos\SLE\AR\H","Cozart_Bruce_334252.jpg"
12665,290796,"SLE","H",,"AR","Arkansas","025","","",,62.399999999999999,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",305,343,"D","John","Vines","T.","John","Rep.","","Arkansas Representative","","M","John T. Vines","","Grubbs, AR","","","","Married","Elizabeth (Libby) Schnipper","Hot Springs, AR","2 children ","","",5,"White/Caucasian","Y","State Legislator for Arkansas House District 025",30500,"Small Claims Magistrate, Hot Springs District Court","Current","","","LAW","Attorney, Partner","","","University of Arkansas School of Law","J.D.","1999","University of Arkansas","B.S.","1999","University of Arkansas","Bach. Deg.","1999","","","","","","","Rep. John Vines","Arkansas Representative","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","jtvines13@sbcglobal.net","","http://www.arkansashouse.org/member/293/john-t-vines","","http://www.facebook.com/pages/John-Vines-for-State-Representative-District-25/102014631274","","","Images\Photos\SLE\AR\H","Vines_John_290796.jpg"
12666,400258,"SLE","H",,"AR","Arkansas","026","","",,54.700000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",306,344,"D","David","Kizzia","","David","Mr.","","Arkansas Representative Elect","","M","David Kizzia","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Mr. David Kizzia","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","david.kizzia@arkansashouse.org","","http://www.arkansashouse.org/member/309/david-kizzia","","http://www.facebook.com/DavidKizzia","","","Images\Photos\SLE\AR\H","Kizzia_David_400258.jpg"
12667,290800,"SLE","H",,"AR","Arkansas","027","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",307,345,"R","Andy","Mayberry","","Andy","Rep.","","Arkansas Representative","","M","Andy Mayberry","","","","","","Married","Julie","Little Rock, AR","","","",,"","Y","State Legislator for Arkansas House District 027",26976,"","","","","PUB","Marketing and Communications","","","","","","","","","","","","","","","","","","Rep. Andy Mayberry","Arkansas Representative","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","andymayberry@windstream.net","","http://www.arkansashouse.org/member/280/andy-mayberry","","","","","Images\Photos\SLE\AR\H","Mayberry_Andy_290800.jpg"
12668,290801,"SLE","H",,"AR","Arkansas","028","","",,57.899999999999999,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",308,346,"R","Kim","Hammer","D.","Kim","Rep.","","Arkansas Representative","","M","Kim D. Hammer","","Durand, IL","","","","Married","Karen Dawson","Benton, AR","3 children ","BAP","Baptist",5,"White/Caucasian","Y","State Legislator for Arkansas House District 028",30505,"","","","","CLE","Chaplain","BUS","Case Manager","","","","","","","","","","","","","","","","Rep. Kim Hammer","Arkansas Representative","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","kimdhammer@yahoo.com","","http://www.arkansashouse.org/member/268/kim-hammer","","http://www.facebook.com/KimDavidHammer","","","Images\Photos\SLE\AR\H","Hammer_Kim_290801.jpg"
12669,290811,"SLE","H",,"AR","Arkansas","029","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",309,347,"D","Fredrick","Love","J.","Fred","Rep.","","Arkansas Representative Elect","","M","Fredrick J. Love","","Little Rock, AR","","","","Married","ShaRhonda","Little Rock, AR","","MET","Methodist",1,"Black/African American","","State Legislator for Arkansas House District 035",26977,"Member, Pulaski County Democratic Committee","1998","Education Committee Chair, Little Rock Racial and Cultural Diversity Commission","1998","VOL","Child and Adult Services Coordinator","BUS","Former Manager","University of Arkansas for Medical Science","","1998","University of Arkansas, Little Rock","Mast. Deg.","2004","Governors School (AR)","Bach. Deg.","1999","","","","","","","Rep. Fredrick Love","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","fjlove@att.net","","http://www.arkansashouse.org/member/278/fredrick-j-love","","http://www.facebook.com/pages/Re-elect-Fredrick-Love-for-AR-House-of-Representative-29/322766569385","","","Images\Photos\SLE\AR\H","Love_Fredrick_290811.jpg"
12671,400268,"SLE","H",,"AR","Arkansas","031","","",,67.599999999999994,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",311,349,"R","Andy","Davis","","Andy","Mr.","","Arkansas Representative Elect","","M","Andy Davis","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Mr. Andy Davis","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","andy.davis@arkansashouse.org","","http://www.arkansashouse.org/member/328/andy-davis","","http://www.facebook.com/pages/Andy-Davis-for-State-Representative/120570941392401","http://twitter.com/AndyDavis4HD31","","Images\Photos\SLE\AR\H","Davis_Andy_400268.jpg"
12672,270509,"SLE","H",,"AR","Arkansas","032","","",,54.700000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",312,350,"R","Allen","Kerr","W.","Allen","Rep.","","Arkansas Representative","Hon.","M","Allen W. Kerr","","Little Rock, AR","1956","11","19","Married","Marliese","Little Rock, AR","","MET","Methodist",5,"White/Caucasian","Y","State Legislator for Arkansas House District 032",32331,"Chair, Pulaski County Budget","2007","Justice of the Peace, Pulaski County Quorum Court","2007","BUS","Self Employed","","","Pulaski County Public Schools","","2007","","","","","","","","","","","","","Rep. Allen Kerr","Arkansas Representative","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","allen.kerr@arkansashouse.org","","http://www.arkansashouse.org/member/234/allen-kerr","","http://www.facebook.com/VoteAllenKerr","","","Images\Photos\SLE\AR\H","Kerr_Allen_270509.jpg"
12673,400271,"SLE","H",,"AR","Arkansas","033","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",313,351,"D","Warwick","Sabin","","Warwick","Mr.","","Arkansas Representative Elect","","M","Warwick Sabin","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Mr. Warwick Sabin","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","wsabin@wsabin.org","","http://www.arkansashouse.org/member/333/warwick-sabin","","http://www.facebook.com/wsabinAR","http://twitter.com/warwicksabin","http://www.youtube.com/warwicksabin","Images\Photos\SLE\AR\H","Sabin_Warwick_400271.jpg"
12674,293147,"SLE","H",,"AR","Arkansas","034","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",314,352,"D","John","Walker","W.","John","Rep.","","Arkansas Representative","","M","John W. Walker","","","","","","","","","","","",,"","Y","State Legislator for Arkansas House District 034",26985,"","","","","","","","","","","","","","","","","","","","","","","","Rep. John Walker","Arkansas Representative","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","johnwalkeratty@aol.com","","http://www.arkansashouse.org/member/294/john-w-walker","","","","","Images\Photos\SLE\AR\H","Walker_John_293147.jpg"
12675,270513,"SLE","H",,"AR","Arkansas","035","","",,56.899999999999999,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",315,353,"D","John","Edwards","C.","John","Rep.","","Arkansas Representative Elect","Hon.","M","John C. Edwards","","","","","","","","Little Rock, AR","","MET","Methodist",5,"White/Caucasian","","State Legislator for Arkansas House District 038",26978,"","","","","LAW","Attorney","","","","","","","","","","","","AR National Guard","COL","2007","","","","Rep. John Edwards","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","jcedwardslaw@aol.com","","http://www.arkansashouse.org/member/229/john-charles-edwards","","","","","Images\Photos\SLE\AR\H","Edwards_John_270513.jpg"
12676,270512,"SLE","H",,"AR","Arkansas","036","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",316,354,"D","Darrin","Williams","L.","Darrin","Rep.","","Arkansas Representative","Hon.","M","Darrin Lavell Williams","","Little Rock, AR","","","","Married","Nicole","Little Rock, AR","","COC","Church of Christ",1,"Black/African American","Y","State Legislator for Arkansas House District 036",34006,"Member, Little Rock Planning Commission","2003","Press Office Aide, U.S. Senate Sergeant at Arms and Doorkeeper of the Senate","2003","PUB","General Counsel's Staff","PUB","Chief Deputy Attorney General and Chief of Staff","Central H.S.","","1986","Vanderbilt University Law School (TN)","J.D.","1986","Hendrix College (AR)","B.A.","1986","","","","","","","Rep. Darrin Williams","Arkansas Representative","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","darrin.williams@arkansashouse.org","","http://www.arkansashouse.org/member/250/darrin-williams","","","","","Images\Photos\SLE\AR\H","Williams_Darrin_270512.jpg"
12677,400292,"SLE","H",,"AR","Arkansas","037","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",317,355,"D","Eddie","Armstrong","L.","Eddie","Mr.","III","Arkansas Representative Elect","","M","Eddie L. Armstrong III","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Mr. Eddie Armstrong III","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","eddie.armstrong@arkansashouse.org","","http://www.arkansashouse.org/member/338/eddie-l-armstrong","","http://www.facebook.com/earmstrong4rep","http://twitter.com/earmstrong2012","","",""
12678,400295,"SLE","H",,"AR","Arkansas","038","","",,49.700000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",318,356,"D","Patti","Julian","","Patti","Ms.","","Arkansas Representative Elect","","F","Patti Julian","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Ms. Patti Julian","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","patti.julian@arkansashouse.org","","http://www.arkansashouse.org/member/327/patti-julian","","","","","",""
12679,400304,"SLE","H",,"AR","Arkansas","039","","",,52.399999999999999,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",319,357,"R","Mark","Lowery","D.","Mark","Mr.","","Arkansas Representative Elect","","M","Mark D. Lowery","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Mr. Mark Lowery","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","markdlowery@mac.com","","http://www.arkansashouse.org/member/302/mark-lowery","","http://www.facebook.com/LoweryforStateRep","http://twitter.com/OnTheMark2012","","Images\Photos\SLE\AR\H","Lowery_Mark_400304.jpg"
12680,400312,"SLE","H",,"AR","Arkansas","040","","",,65.099999999999994,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",320,358,"R","Douglas","House","","Douglas","Mr.","","Arkansas Representative Elect","","M","Douglas House","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Mr. Douglas House","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","housedouglas@gmail.com","","http://www.arkansashouse.org/member/335/douglas-house","","http://www.facebook.com/HouseDouglas","http://twitter.com/house4thehouse","","Images\Photos\SLE\AR\H","House_Douglas_400312.jpg"
12681,270522,"SLE","H",,"AR","Arkansas","041","","",,52,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",321,359,"D","Jim","Nickels","","Jim","Rep.","","Arkansas Representative Elect","Hon.","M","Jim Nickels","","Hot Springs, AR","1947","09","10","Married","Kathy","North Little Rock, AR","2 children","MET","Methodist",5,"White/Caucasian","","State Legislator for Arkansas House District 043",32333,"Member, Little Rock Workforce Investment Executive Board","2005","Chair, Secretary, University of Arkansas Federal Credit Union","1998-2002","LAW","Attorney","EDU","Professor","University of Arkansas School of Law (AR)","J.D.","1981","Henderson State University (AR)","M.S.","1976","Henderson State University (AR)","B.A.","1970","U.S. Army","","1970-1972","","","","Rep. Jim Nickels","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","jim.nickels@arkansashouse.org","","http://www.arkansashouse.org/member/240/jim-nickels","","","","","Images\Photos\SLE\AR\H","Nickels_Jim_270522.jpg"
12682,270523,"SLE","H",,"AR","Arkansas","042","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",322,360,"D","Mark","Perry","W.","Mark","Rep.","","Arkansas Representative Elect","Hon.","M","Mark W. Perry","","","","","","","","Jacksonville, AR","","MET","Methodist",5,"White/Caucasian","","State Legislator for Arkansas House District 044",32334,"Member, AR State House of Representatives","2008","","","BUS","Insurance Agent","","","","","","","","","","","","","","","","","","Rep. Mark Perry","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","mperry@windstream.net","","http://www.arkansashouse.org/member/242/mark-perry","","","","","Images\Photos\SLE\AR\H","Perry_Mark_270523.jpg"
12683,270526,"SLE","H",,"AR","Arkansas","043","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",323,361,"R","Davy","Carter","","Davy","Rep.","","Arkansas Representative Elect","Hon.","M","Russell David Carter","","Marianna, AR","1975","03","31","Married","Cara","Cabot, AR","3 children","BAP","Baptist",5,"White/Caucasian","","State Legislator for Arkansas House District 048",32335,"","","","","BUS","General Counsel","LAW","Attorney - Russell D. Carter III","University of Arkansas William H. Bowen School of Law, Little Rock","J.D.","2005","Louisiana State University Banking School (LA)","","2003","Arkansas State University, Jonesboro","B.S.","1997","","","","","","","Rep. Davy Carter","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","davy.carter@gmail.com","","http://www.arkansashouse.org/member/223/davy-carter","","","http://twitter.com/DavyCarter","","Images\Photos\SLE\AR\H","Carter_Davy_270526.jpg"
12684,400316,"SLE","H",,"AR","Arkansas","044","","",,64.400000000000006,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",324,362,"R","Joe","Farrer","","Joe","Mr.","","Arkansas Representative Elect","","M","Joseph Farrer","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Mr. Joe Farrer","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","jfarrer@suddenlink.net","","http://www.arkansashouse.org/member/331/joe-farrer","","http://www.facebook.com/pages/Joe-Farrer-for-State-Representative/170500069702420","http://twitter.com/Joe_Farrer","","Images\Photos\SLE\AR\H","Farrer_Joe_400316.jpg"
12685,289314,"SLE","H",,"AR","Arkansas","045","","",,83.200000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",325,363,"R","Jeremy","Gillam","","Jeremy","Rep.","","Arkansas Representative Elect","","M","Jeremy Gillam","","","1976","08","02","Married","Carissa","Judsonia, AR","","BAP","Baptist",5,"White/Caucasian","","State Legislator for Arkansas House District 049",34020,"","","","","AGR","Owner","","","Arkansas State University","Mast. Deg.","1999","Arkansas State University, Beebe","Bach. Deg.","1994","Beebe Senior HS","","1994","","","","","","","Rep. Jeremy Gillam","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","jeremy@growing49.com","","http://www.arkansashouse.org/member/267/jeremy-gillam","","http://www.facebook.com/pages/Jeremy-Gillam-for-District-49-State-Representative/238575077854","","","Images\Photos\SLE\AR\H","Gillam_Jeremy_289314.jpg"
12686,289315,"SLE","H",,"AR","Arkansas","046","","",,60.799999999999997,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",326,364,"R","Mark","Biviano","","Mark","Rep.","","Arkansas Representative Elect","","M","Mark Biviano","","Blytheville, AR","","","","Married","Barbara","Searcy, AR","3 children ","MET","Methodist",5,"White/Caucasian","","State Legislator for Arkansas House District 050",34010,"","","","","REL","Owner","BUS","Corporate Executive","University of Arkansas","B.S.","1994","","","","","","","","","","","","","Rep. Mark Biviano","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","mkbiv@cablelynx.com","","http://www.arkansashouse.org/member/258/mark-biviano","","http://www.facebook.com/people/Mark-Biviano/100000511718089","","","Images\Photos\SLE\AR\H","Biviano_Mark_289315.jpg"
12688,290820,"SLE","H",,"AR","Arkansas","048","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",328,366,"D","Reginald","Murdock","","Reginald","Rep.","","Arkansas Representative Elect","","M","Reginald Murdock","","","","","","","","","","","",,"","","State Legislator for Arkansas House District 052",27023,"","","","","","","","","","","","","","","","","","","","","","","","Rep. Reginald Murdock","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","rkm_72360@yahoo.com","","http://www.arkansashouse.org/member/283/reginald-murdock","","","","","Images\Photos\SLE\AR\H","Murdock_Reginald_290820.jpg"
12689,290819,"SLE","H",,"AR","Arkansas","049","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",329,367,"D","Marshall","Wright","","Marshall","Rep.","","Arkansas Representative Elect","","M","Marshall Wright","","Los Angeles, CA","","","","Married","Kristen Collier","Forest City, AR","2 children (twins)","","",5,"White/Caucasian","","State Legislator for Arkansas House District 051",27017,"","","","","LAW","Attorney, Partner","","","University of Arkansas School of Law, Fayetteville","J.D.","1994","University of Arkansas","B.S.","1994","","","","","","","","","","Rep. Marshall Wright","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","marshall.wright@arkansashouse.org","","http://www.arkansashouse.org/member/299/marshall-wright","","","","","Images\Photos\SLE\AR\H","Wright_Marshall_290819.jpg"
12690,293416,"SLE","H",,"AR","Arkansas","050","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",330,368,"G","Frederick","Smith","","Fred","Rep.","","Arkansas Representative Elect","","M","Frederick Smith","","","","","","","","","","","",,"","","",,"Candidate, Arkansas House District 054 (AR054)","2010-2010","Alternate, AR State House Committee on Advanced Communications and Information Technology","2011","","","","","","","","","","","","","","","","","","","","Rep. Frederick Smith","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","fred.smith@arkansashouse.org","","http://www.arkansashouse.org/member/318/frederick-smith","","","","","",""
12691,400331,"SLE","H",,"AR","Arkansas","051","","",,79.200000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",331,369,"D","Deborah","Ferguson","","Deborah","Ms.","","Arkansas Representative Elect","","F","Deborah Ferguson","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Ms. Deborah Ferguson","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","deborah.ferguson@arkansashouse.org","","http://www.arkansashouse.org/member/326/deborah-ferguson","","http://www.facebook.com/DeborahFergusonforArkansas","http://twitter.com/ferguson4ark","","Images\Photos\SLE\AR\H","Ferguson_Deborah_400331.jpg"
12692,290843,"SLE","H",,"AR","Arkansas","053","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",333,371,"D","Homer","Lenderman","","Homer","Rep.","","Arkansas Representative Elect","","M","Homer Lenderman","","","","","","Not Stated","","Brookland, AR","","","",5,"White/Caucasian","","State Legislator for Arkansas House District 076",27018,"","","","","EDU","Agriculture Teacher","","","Arkansas State University","","2011","Greene County Tech HS","","2011","","","","","","","","","","Rep. Homer Lenderman","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","homer.lenderman@arkansashouse.org","","http://www.arkansashouse.org/member/276/homer-lenderman","","http://www.facebook.com/profile.php?id=100000946496224","","","Images\Photos\SLE\AR\H","Lenderman_Homer_290843.jpg"
12693,293419,"SLE","H",,"AR","Arkansas","054","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",334,372,"D","Wes","Wagner","","Wes","Mr.","","Arkansas Representative Elect","","M","Wes Wagner","","","","","","","","","","","",,"","","",,"Candidate, Arkansas House District 076 (AR076)","2010-2010","","","","","","","","","","","","","","","","","","","","","","Mr. Wes Wagner","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","wes.wagner@arkansashouse.org","","http://www.arkansashouse.org/member/314/wes-wagner","","http://www.facebook.com/pages/WES-WAGNER-FOR-STATE-REPRESENTATIVE-DISTRICT-76/105222649524400","http://twitter.com/wagnerlawmanila","","Images\Photos\SLE\AR\H","Wagner_Wes_293419.jpg"
12694,400345,"SLE","H",,"AR","Arkansas","055","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",335,373,"D","Monte","Hodges","","Monte","Mr.","","Arkansas Representative Elect","","M","Monte Hodges","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Mr. Monte Hodges","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","monte.hodges@arkansashouse.org","","http://www.arkansashouse.org/member/317/monte-hodges","","http://www.facebook.com/pages/Monte-Hodges/348573108519845","http://twitter.com/teamhodges2012","","Images\Photos\SLE\AR\H","Hodges_Monte_400345.jpg"
12695,400352,"SLE","H",,"AR","Arkansas","056","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",336,374,"D","Joe","Jett","E.","Joe","Mr.","","Arkansas Representative Elect","","M","Joe E. Jett","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Mr. Joe Jett","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","joe.jett@arkansashouse.org","","http://www.arkansashouse.org/member/339/joe-jett","","http://www.facebook.com/JoeJettforStateRepresentative","http://twitter.com/joe_jett","","Images\Photos\SLE\AR\H","Jett_Joe_400352.jpg"
12696,400355,"SLE","H",,"AR","Arkansas","057","","",,54.5,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",337,375,"D","Mary","Broadaway","","Mary","Ms.","","Arkansas Representative Elect","","F","Mary Broadaway","","","","","","","","","","","",,"","","",,"","","","","","","","","","","","","","","","","","","","","","","","Ms. Mary Broadaway","Arkansas Representative Elect","","350 State Capitol Building","500 Woodlane Avenue","","Little Rock, AR 72201-1089","mary@marybroadawayarkansas.com","","http://www.arkansashouse.org/member/316/mary-broadaway","","http://www.facebook.com/marybroadawaystaterep","","","Images\Photos\SLE\AR\H","Broadaway_Mary_400355.jpg"
