"UID","PID","LEGTYPE","CHAMBER","CHAMBERRANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","STATUSID","STATUS","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","INCUMBENT","CUROFC","CUROFCUID","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
7850,207711,"FLE","H",,"RI","Rhode Island","02","","",,55.700000000000003,"11/6/2012","","G","H0RI02139",,,,,,,,,1,"Unofficial Results",5596,6433,"D","Jim","Langevin","","Jim","Rep.","","US Representative","","M","James R. Langevin","LAN-ja-VIN","Providence, RI","1964","04","22","Single","","Warwick, RI","","CAT","Catholic",5,"White/Caucasian","Y","US Representative for Rhode Island District 2",30669,"Secretary of State, State of RI","1995-2000","Member, RI Democratic Committee","1990-1992","","","","","Harvard University John F. Kennedy School of Government (MA)","M.P.A.","1994","Rhode Island College","B.A.","1990","","","","","","","","","","Rep. Jim Langevin","US Representative","Room 109","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-3902","james.langevin@mail.house.gov","http://langevin.house.gov/contact-me/email-me","http://langevin.house.gov","","http://www.facebook.com/pages/Congressman-Jim-Langevin/6578978441","http://twitter.com/jimlangevin","http://www.youtube.com/jimlangevin","Images\Photos\FLE\H","Langevin_Jim_207711.jpg"
7851,272024,"FLE","H",,"SC","South Carolina","01","","",,62,"11/6/2012","","G","H0SC01279",,,,,,,,,1,"Unofficial Results",5710,6549,"R","Tim","Scott","","Tim","Rep.","","US Representative","","M","Timothy Eugene Scott","skaht","North Charleston, SC","1965","09","19","Single","","Charleston, SC","","CHC","Christian Church",1,"Black/African American","Y","US Representative for South Carolina District 1",30670,"Member, U.S. House Republican Leadership Conference","2011-Current","Member (SC117 R), SC State House","2009-2011","BUS","Partner","BUS","Owner","Charleston Southern University (SC)","B.S.","1988","Presbyterian College","Att.","1984","","","","","","","","","","Rep. Tim Scott","US Representative","Room 1117","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4001","","http://timscott.house.gov/contact/email-me","http://timscott.house.gov/","","http://www.facebook.com/RepTimScott","http://twitter.com/RepTimScott","http://www.youtube.com/reptimscott","Images\Photos\FLE\H","Scott_Tim_272024.jpg"
7852,198713,"FLE","H",,"SC","South Carolina","02","","",,96.299999999999997,"11/6/2012","","G","H2SC02059",,,,,,,,,1,"Unofficial Results",5711,6550,"R","Joe","Wilson","","Joe","Rep.","","US Representative","","M","Addison Graves Wilson","WILL-suhn","Charleston, SC","1947","07","31","Married","Roxanne Dusenbury McCrory","Springdale, SC","4 children","PRE","Presbyterian",5,"White/Caucasian","Y","US Representative for South Carolina District 2",31646,"South Carolina Vice Chair, Campaign of U.S. Sen. Strom Thurmond (R)","1996","Second Congressional District Chair, Campaign for U.S. Sen. Strom Thurmond (R)","1990","PUB","Deputy General Counsel","LAW","Attorney","University of South Carolina","J.D.","1972","Washington and Lee University (VA)","B.A.","1969","","","","South Carolina Army National Guard","COL","1975-2003","U.S. Army Reserve","","1972-1975","Rep. Joe Wilson","US Representative","Room 2229","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4002","","https://joewilson.house.gov/forms/writeyourrep/default.aspx","http://joewilson.house.gov","","http://www.facebook.com/JoeWilson","http://twitter.com/USRepJoeWilson","http://www.youtube.com/RepJoeWilson","Images\Photos\FLE\H","Wilson_Joe_198713.jpg"
7853,213970,"FLE","H",,"SC","South Carolina","03","","",,66.5,"11/6/2012","","G","H0SC03077",,,,,,,,,1,"Unofficial Results",5712,6551,"R","Jeff","Duncan","","Jeff","Rep.","","US Representative","","M","Jeffrey Darren Duncan","DUN-kuhn","Greenville, SC","1966","01","07","Married","Melody Ann Hodges","Laurens, SC","3 children","BAP","Baptist",5,"White/Caucasian","Y","US Representative for South Carolina District 3",31835,"Member (SC015 R), SC State House","2003-2010","SC Representative, Southern States Energy Board","2003-2010","REL","President and CEO","REL","Real Estate Broker","Clemson University (SC)","B.A.","1988","Mooresville High School (SC)","","1984","","","","","","","","","","Rep. Jeff Duncan","US Representative","Room 116","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4003","","http://jeffduncan.house.gov/contact-me/email-me","http://jeffduncan.house.gov/","","","http://twitter.com/RepJeffDuncan","http://www.youtube.com/congjeffduncan","Images\Photos\FLE\H","Duncan_Jeff_213970.jpg"
7854,285066,"FLE","H",,"SC","South Carolina","04","","",,64.900000000000006,"11/6/2012","","G","H0SC04257",,,,,,,,,1,"Unofficial Results",5713,6552,"R","Trey","Gowdy","","Trey","Rep.","","US Representative","","M","Harold W. Gowdy III","GOU-dee","Greenville, SC","1964","08","22","Married","Terri Dillard","Spartanburg, SC","2 children","BAP","Baptist",5,"White/Caucasian","Y","US Representative for South Carolina District 4",22108,"Circuit Solicitor, 7th Judicial Circuit, Spartanburg County (SC)","2000-2010","","","PUB","Assistant U.S. Attorney","LAW","Associate","University South Carolina School of Law","J.D.","1989","Baylor University (TX)","B.A.","1986","Spartanburg High School (SC)","","1982","","","","","","","Rep. Trey Gowdy","US Representative","Room 1404","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4004","","http://gowdy.house.gov/Contact/","http://gowdy.house.gov/","","http://www.facebook.com/pages/Trey-Gowdy/143059759084016","http://twitter.com/tgowdysc","http://www.youtube.com/user/TGowdySC","Images\Photos\FLE\H","Gowdy_Trey_285066.jpg"
7855,249811,"FLE","H",,"SC","South Carolina","05","","",,55.5,"11/6/2012","","G","H0SC05031",,,,,,,,,1,"Unofficial Results",5714,6553,"R","Mick","Mulvaney","","Mick","Rep.","","US Representative","","M","John Michael Mulvaney","mull-VAY-nee","Alexandria, VA","1967","07","21","Married","Pamela West","Indian Land, SC","3 children (triplets)","ROC","Roman Catholic",5,"White/Caucasian","Y","US Representative for South Carolina District 5",22109,"Member, SC State Senate","2009-2010","Member, SC State House","2007-2009","BUS","Franchise Owner-Operator","LAW","President","Harvard Business School (MA)","Att.","2006","University of North Carolina Law School - Chapel Hill","J.D.","1992","Georgetown University School of Foreign Service (DC)","B.S.","1989","","","","","","","Rep. Mick Mulvaney","US Representative","Room 1004","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4005","","https://forms.house.gov/mulvaney/webforms/zipauthen_contact.shtml","http://mulvaney.house.gov/","","http://www.facebook.com/MulvaneySC5","http://twitter.com/RepMickMulvaney","http://www.youtube.com/RepMickMulvaney","Images\Photos\FLE\H","Mulvaney_Mick_249811.jpg"
7856,159060,"FLE","H",,"SC","South Carolina","06","","",,93.599999999999994,"11/6/2012","","G","H2SC02042",,,,,,,,,1,"Unofficial Results",5715,6554,"D","James","Clyburn","E.","Jim","Rep.","","US Representative","","M","James Enos Clyburn","KLY-burn","Sumter, SC","1940","07","21","Married","Emily England","Columbia, SC","3 children","AME","African Methodist Episcopal",1,"Black/African American","Y","US Representative for South Carolina District 6",22110,"House Assistant Democratic Leader, U.S. House of Representatives","2011-Current","House Majority Whip, U.S. House of Representatives","2007-2011","PUB","Staff Member","BUS","Executive Director","South Carolina Executive Institute","","1957","South Carolina University Law School (SC)","","1974","South Carolina State University","B.S.","1962","","","","","","","Rep. James Clyburn","US Representative","Room 242","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4006","jclyburn@mail.house.gov","http://clyburn.house.gov/contact-me/email-me","http://clyburn.house.gov","","http://www.facebook.com/jameseclyburn","http://twitter.com/Clyburn","http://www.youtube.com/user/RepJamesClyburn","Images\Photos\FLE\H","Clyburn_James_159060.jpg"
7858,250197,"FLE","H",,"SD","South Dakota","01","","",,57.5,"11/6/2012","","G","H0SD00054",,,,,,,,,1,"Unofficial Results",5887,6727,"R","Kristi","Noem","L.","Kristi","Rep.","","US Representative","","F","Kristi Lynn Arnold Noem","nome","Watertown, SD","1971","11","30","Married","Bryon Noem","Castlewood, SD","3 children","EVA","Evangelical",5,"White/Caucasian","Y","US Representative for South Dakota At-Large District",36723,"Assistant Majority Leader, SD State House","2009-2011","Member (SD006 R), SD State House","2007-2011","BUS","Media Consultant","BUS","Former Hunting Lodge Owner","South Dakota State University","Bach. Deg.","2012","Mount Marty College (SD)","Att.","2012","Northern State University - Aberdeen (SD)","Att.","1992","","","","","","","Rep. Kristi Noem","US Representative","Room 226","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4101","","http://noem.house.gov/index.cfm/email-kristi","http://noem.house.gov/","","http://www.facebook.com/RepKristiNoem","http://twitter.com/RepKristiNoem","http://www.youtube.com/user/RepKristiNoem","Images\Photos\FLE\H","Noem_Kristi_250197.jpg"
7859,267171,"FLE","H",,"TN","Tennessee","01","","",,76,"11/6/2012","","G","H6TN01388",,,,,,,,,1,"Unofficial Results",5957,6835,"R","Phil","Roe","","Phil","Rep.","","US Representative","Dr.","M","David Phillip Roe","roe","Clarksville, TN","1945","07","21","Married","Pam","Johnston City, TN","3 children ;  2 grandchildren ","MET","Methodist",5,"White/Caucasian","Y","US Representative for Tennessee District 1",22112,"Mayor, Johnston City","2007-2008","Candidate, U.S. House of Representatives","2006","MED","Physician - Obstetrician and Gynecologist","","","University of Tennessee, Memphis","M.D.","1973","Austin Peay State University (TN)","B.S.","1967","","","","U.S. Army","MAJ","1973-1974","","","","Rep. Phil Roe","US Representative","Room 419","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4201","","http://roe.house.gov/Contact/","http://roe.house.gov/","","http://www.facebook.com/pages/Dr-Phil-Roe/130725126985966","http://twitter.com/DrPhilRoe","http://www.youtube.com/drphilroe","Images\Photos\FLE\H","Roe_Phil_267171.jpg"
7860,159063,"FLE","H",,"TN","Tennessee","02","","",,74.400000000000006,"11/6/2012","","G","H8TN02069",,,,,,,,,1,"Unofficial Results",5958,6836,"R","John","Duncan","J.","Jimmy","Rep.","Jr.","US Representative","","M","John James Duncan, Jr.","DONE-can","Lebanon, TN","1947","07","21","Married","Lynn Hawkins","Knoxville, TN","4 children; 5 grandchildren","PRE","Presbyterian",5,"White/Caucasian","Y","US Representative for Tennessee District 2",22113,"Judge, Knox County (TN) Criminal Court","1980-1988","","","LAW","Practicing Attorney","","","George Washington University School of Law (DC)","J.D.","1973","University of Tennessee","B.S.","1969","","","","U.S. Army National Guard","","1969","U.S. Army Reserve","CPT","1970-1987","Rep. John Duncan Jr.","US Representative","Room 2207","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4202","","http://duncan.house.gov/services/zip-auth.shtml","http://www.house.gov/duncan","","http://www.facebook.com/CongressmanDuncan","","http://www.youtube.com/user/RepJohnDuncan","Images\Photos\FLE\H","Duncan_John_159063.jpg"
7861,285119,"FLE","H",,"TN","Tennessee","03","","",,61.399999999999999,"11/6/2012","","G","H0TN03254",,,,,,,,,1,"Unofficial Results",5959,6837,"R","Chuck","Fleischmann","","Chuck","Rep.","","US Representative","","M","Charles J. Fleischmann","FLYSH-muhn","New York, NY","1962","10","11","Married","Brenda","Ooltewah, TN","3 children","ROC","Roman Catholic",5,"White/Caucasian","Y","US Representative for Tennessee District 3",22114,"","","","","ENT","Auctioneer","ENT","Radio Talk Show Host","University of Tennessee College of Law - Knoxville","J.D.","1986","University of Illinois","B.A.","1983","","","","","","","","","","Rep. Chuck Fleischmann","US Representative","Room 230","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4203","","http://fleischmann.house.gov/contact-me/email-me","http://fleischmann.house.gov/","","http://www.facebook.com/repchuck","http://twitter.com/repchuck","http://www.youtube.com/repchuck","Images\Photos\FLE\H","Fleischmann_Chuck_285119.jpg"
7862,285129,"FLE","H",,"TN","Tennessee","04","","",,55.799999999999997,"11/6/2012","","G","H0TN04195",,,,,,,,,1,"Unofficial Results",5962,6838,"R","Scott","DesJarlais","","Scott","Rep.","","US Representative","","M","Scott DesJarlais","deh-zhar-LAY","Des Moines, IA","1964","02","21","Married","Amy","South Pittsburg, TN","4 children (1 from previous marriage)","EPI","Episcopalian",5,"White/Caucasian","Y","US Representative for Tennessee District 4",31842,"","","","","MED","Physician","","","University of South Dakota School of Medicine","M.D.","1991","University of South Dakota","B.S.","1987","","","","","","","","","","Rep. Scott DesJarlais","US Representative","Room 413","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4204","","http://desjarlais.house.gov/Contact/","http://desjarlais.house.gov/","","http://www.facebook.com/ScottDesJarlaisTN04","http://twitter.com/DesJarlaisTN04","http://www.youtube.com/user/ScottDesJarlaisTN04","Images\Photos\FLE\H","DesJarlais_Scott_285129.jpg"
7863,211701,"FLE","H",,"TN","Tennessee","05","","",,65.200000000000003,"11/6/2012","","G","H2TN05131",,,,,,,,,1,"Unofficial Results",5960,6839,"D","Jim","Cooper","","Jim","Rep.","","US Representative","","M","James Hayes Shofner Cooper","KOO-pur","Nashville, TN","1954","06","19","Married","Martha Hays","Nashville, TN","3 children","EPI","Episcopalian",5,"White/Caucasian","Y","US Representative for Tennessee District 5",31843,"Candidate, U.S. Senate","1994","Member, U.S. House of Representatives","1983-1994","BUS","Partner","EDU","Adjunct Professor","Harvard University Law School (MA)","J.D.","1980","Oxford University (England)","M.A.","1977","University of North Carolina - Chapel Hill","B.A.","1975","","","","","","","Rep. Jim Cooper","US Representative","Room 1536","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4205","","http://forms.house.gov/cooper/webforms/issue_subscribe.html","http://www.cooper.house.gov","","http://www.facebook.com/JimCooper","http://twitter.com/repjimcooper","http://www.youtube.com/RepJimCooper","Images\Photos\FLE\H","Cooper_Jim_211701.jpg"
7864,199041,"FLE","H",,"TN","Tennessee","06","","",,76.400000000000006,"11/6/2012","","G","H0TN06257",,,,,,,,,1,"Unofficial Results",5961,6840,"R","Diane","Black","Lynn","Diane","Rep.","","US Representative","","F","Diane Lynn Black","blak","Baltimore, MD","1951","01","16","Married","Dr. David Black","Gallatin, TN","3 children ;  6 grandchildren ","LUT","Lutheran",5,"White/Caucasian","Y","US Representative for Tennessee District 6",22117,"Senate Republican Caucus Chair, TN State Senate","2010","Assistant Republican Floor Leader, TN State Senate","2010","BUS","Executive Director","BUS","Employee","Belmont University (TN)","B.S.N.","1992","Anne Arundel Community College (MD)","A.D.","1971","","","","","","","","","","Rep. Diane Black","US Representative","Room 1531","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4206","","http://black.house.gov/contact-me/email-me","http://black.house.gov/","","http://www.facebook.com/DianeBlackTN06","http://twitter.com/RepDianeBlack","http://www.youtube.com/user/RepDianeBlack","Images\Photos\FLE\H","Black_Diane_199041.jpg"
7865,198986,"FLE","H",,"TN","Tennessee","07","","",,71,"11/6/2012","","G","H2TN06030",,,,,,,,,1,"Unofficial Results",5963,6841,"R","Marsha","Blackburn","","Marsha","Rep.","","US Representative","","F","Marsha Blackburn","BLAK-burn","Laurel, MS","1952","06","06","Married","Chuck Blackburn","Franklin, TN","2 children ; 2 grandchildren","PRE","Presbyterian",5,"White/Caucasian","Y","US Representative for Tennessee District 7",31845,"Member, TN State Senate","1999-2003","Executive Director, TN Film, Entertainment and Music Commission","1995-1997","BUS","Owner","BUS","Director of Retail Fashion and Special Events","Mississippi State University","B.S.","1973","","","","","","","","","","","","","Rep. Marsha Blackburn","US Representative","Room 217","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4207","","https://blackburn.house.gov/contactform/default.aspx","http://blackburn.house.gov","","http://www.facebook.com/marshablackburn","http://twitter.com/MarshaBlackburn","http://www.youtube.com/user/RepMarshaBlackburn","Images\Photos\FLE\H","Blackburn_Marsha_198986.jpg"
7866,285151,"FLE","H",,"TN","Tennessee","08","","",,68.299999999999997,"11/6/2012","","G","H0TN08246",,,,,,,,,1,"Unofficial Results",5964,6842,"R","Stephen","Fincher","L.","Steve","Rep.","","US Representative","","M","Stephen Lee Fincher","FIN-chur","Memphis, TN","1973","02","07","Married","Lynn","Frog Jump, TN","3 children","MET","Methodist",5,"White/Caucasian","Y","US Representative for Tennessee District 8",22119,"","","","","AGR","Farmer and Managing Partner","ACT","Singer","Crockett County (TN) High School","","1990","","","","","","","","","","","","","Rep. Stephen Fincher","US Representative","Room 1118","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4208","","http://fincher.house.gov/contact-me","http://fincher.house.gov/","","http://www.facebook.com/representativestephenfincher","","http://www.youtube.com/user/CongressmanFincher","Images\Photos\FLE\H","Fincher_Stephen_285151.jpg"
7867,198993,"FLE","H",,"TN","Tennessee","09","","",,75.099999999999994,"11/6/2012","","G","H6TN09068",,,,,,,,,1,"Unofficial Results",5965,6843,"D","Steve","Cohen","I.","Steve","Rep.","","US Representative","","M","Stephen Ira Cohen","CO-en","Memphis, TN","1949","05","24","Single","","Memphis, TN","","JEW","Jewish",5,"White/Caucasian","Y","US Representative for Tennessee District 9",22120,"Primary Candidate, U.S. House of Representatives","1996","Candidate, TN Governor","1994","LEN","Interim Judge","LEN","Legal Advisor","Memphis State University - Cecil C. Humphreys School of Law (TN)","J.D.","1973","Vanderbilt University (TN)","B.A.","1971","","","","","","","","","","Rep. Steve Cohen","US Representative","Room 2404","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4209","","http://cohenforms.house.gov/Forms/WriteYourRep/","http://cohen.house.gov","","http://www.facebook.com/pages/Steve-Cohen/6358769182","http://twitter.com/repcohen","http://www.youtube.com/user/RepCohen","Images\Photos\FLE\H","Cohen_Steve_198993.jpg"
7868,226543,"FLE","H",,"TX","Texas","01","","",,71.400000000000006,"11/6/2012","","G","H4TX04039",,,,,,,,,1,"Unofficial Results",6098,6978,"R","Louie","Gohmert","","Louie","Rep.","","US Representative","","M","Louis Buller Gohmert, Jr.","GO-murt","Pittsburg, TX","1953","08","18","Married","Kathy","Tyler, TX","3 children","BAP","Baptist",5,"White/Caucasian","Y","US Representative for Texas District 1",22121,"Chief Justice, TX Court of Appeals, 12th District","2002","Chief Justice, 7th District Court, Tyler, TX","1993-2002","LAW","Practicing Attorney","LAW","Assistant District Attorney","Baylor University School of Law (TX)","J.D.","1977","Texas Agricultural and Mechanical University","B.A.","1975","","","","U.S. Army","CPT","1978-1982","","","","Rep. Louie Gohmert","US Representative","Room 2243","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4301","","http://gohmert.house.gov/contact/","http://gohmert.house.gov","","http://www.facebook.com/pages/Louie-Gohmert/50375006903","http://twitter.com/replouiegohmert","http://www.youtube.com/user/GohmertTX01","Images\Photos\FLE\H","Gohmert_Louie_226543.jpg"
7869,226545,"FLE","H",,"TX","Texas","02","","",,64.799999999999997,"11/6/2012","","G","H4TX02108",,,,,,,,,1,"Unofficial Results",6099,6979,"R","Ted","Poe","","Ted","Rep.","","US Representative","","M","Lloyd Ted Poe","poe","Temple, TX","1948","09","10","Married","Carol","Humble, TX","4 children","COC","Church of Christ",5,"White/Caucasian","Y","US Representative for Texas District 2",22122,"Judge, Harris County (TX) Felony Court","1981-2003","","","LAW","Chief Felony Prosecutor","","","University of Houston School of Law (TX)","J.D.","1973","Abilene Christian University (TX)","B.A.","1970","","","","U.S. Air Force Reserve","","1970-1976","","","","Rep. Ted Poe","US Representative","Room 430","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4302","","http://forms.house.gov/poe/webforms/zipauthen_contact.shtml","http://poe.house.gov","","http://www.facebook.com/pages/Ted-Poe/106631626049851","http://twitter.com/JudgeTedPoe","http://www.youtube.com/CongressmanTedPoe","Images\Photos\FLE\H","Poe_Ted_226545.jpg"
7871,159074,"FLE","H",,"TX","Texas","04","","",,73,"11/6/2012","","G","H0TX04037",,,,,,,,,1,"Unofficial Results",6101,6981,"R","Ralph","Hall","M.","Ralph","Rep.","","US Representative","","M","Ralph Moody Hall","hall","Fate, TX","1923","05","03","Widower","","Rockwall, TX","3 children ;  5 grandchildren ","MET","Methodist",5,"White/Caucasian","Y","US Representative for Texas District 4",22124,"Candidate, Nomination for Lt. Governor of TX","1972","President Pro Tempore, TX State Senate","1968-1969","BUS","Chair","BUS","Owner and President","Southern Methodist University (TX)","LL.B.","1951","University of Texas","Att.","1947","Texas Christian University","Att.","1943","U.S. Navy","LT","1942-1945","","","","Rep. Ralph Hall","US Representative","Room 2405","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4304","rmhall@mail.house.gov","http://forms.house.gov/htbin/formproc_za/write/ralphhall/zip-auth.txt&form=/write/ralphhall/email.shtml?required-zip5=75087&zip4=2508","http://www.house.gov/ralphhall","","http://www.facebook.com/pages/Ralph-Hall/6311458773","","","Images\Photos\FLE\H","Hall_Ralph_159074.jpg"
7872,211722,"FLE","H",,"TX","Texas","05","","",,64.400000000000006,"11/6/2012","","G","H2TX05121",,,,,,,,,1,"Unofficial Results",6102,6982,"R","Jeb","Hensarling","","Jeb","Rep.","","US Representative","","M","Jeb Hensarling","HEN-sar-ling","Stephenville, TX","1957","05","29","Married","Melissa Fore","Dallas, TX","2 children ","EPI","Episcopalian",5,"White/Caucasian","Y","US Representative for Texas District 5",32071,"Chair, U.S. House Republican Conference","2011-Current","Chair, Republican Study Committee","2007-2009","BUS","Co-Founder and CEO","BUS","Vice President","University of Texas School of Law","J.D.","1982","Texas Agricultural and Mechanical University","B.A.","1979","","","","","","","","","","Rep. Jeb Hensarling","US Representative","Room 129","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4305","","http://www.hensarling.house.gov/contact/email-me.shtml","http://hensarling.house.gov","","http://www.facebook.com/pages/Jeb-Hensarling/7875604788","http://twitter.com/RepHensarling","http://www.youtube.com/user/RepJebHensarling","Images\Photos\FLE\H","Hensarling_Jeb_211722.jpg"
7873,159076,"FLE","H",,"TX","Texas","06","","",,58,"11/6/2012","","G","H4TX06117",,,,,,,,,1,"Unofficial Results",6103,6983,"R","Joe","Barton","","Joe","Rep.","","US Representative","","M","Joe Linus Barton","BAR-tuhn","Waco, TX","1949","09","15","Married","Terri Taylor","Ennis, TX","4 children (3 from previous marriage); 2 stepchildren ; 5 grandchildren","MET","Methodist",5,"White/Caucasian","Y","US Representative for Texas District 6",22126,"Candidate, U.S. Senate","1993","","","BUS","Project Control and Natural Gas Consultant","PUB","White House Fellow and Aide","Purdue University (IN)","M.S.","1973","Texas Agricultural and Mechanical University","B.S.","1972","Waco High School (TX)","","1972","","","","","","","Rep. Joe Barton","US Representative","Room 2107","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4306","","http://forms.house.gov/barton/webforms/zip_authen.html","http://joebarton.house.gov","","http://www.facebook.com/RepJoeBarton?v=wall","http://twitter.com/RepJoeBarton","http://www.youtube.com/user/RepJoeBarton","Images\Photos\FLE\H","Barton_Joe_159076.jpg"
7874,199253,"FLE","H",,"TX","Texas","07","","",,60.799999999999997,"11/6/2012","","G","H0TX07055",,,,,,,,,1,"Unofficial Results",6104,6984,"R","John","Culberson","A.","John","Rep.","","US Representative","","M","John Abney Culberson","CULL-burr-SON","Houston, TX","1956","08","24","Married","Belinda Burney","Houston, TX","1 child","MET","Methodist",5,"White/Caucasian","Y","US Representative for Texas District 7",30671,"Majority Whip, TX State House","1999-2000","Member, TX State House","1987-2000","PUB","Legislative Aide","LAW","Senior Associate Attorney","South Texas College of Law","J.D.","1988","Southern Methodist University (TX)","B.A.","1981","","","","","","","","","","Rep. John Culberson","US Representative","Room 2352","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4307","","http://culbersonforms.house.gov/contact/","http://culberson.house.gov","","http://www.facebook.com/CongressmanCulberson","http://twitter.com/CongCulberson","http://www.youtube.com/johnculbersontx07","Images\Photos\FLE\H","Culberson_John_199253.jpg"
7875,159078,"FLE","H",,"TX","Texas","08","","",,77.299999999999997,"11/6/2012","","G","H6TX08100",,,,,,,,,1,"Unofficial Results",6105,6985,"R","Kevin","Brady","","Kevin","Rep.","","US Representative","","M","Kevin P. Brady","BRAY-dee","Vermillion, SD","1955","04","11","Married","Cathy Patronella","The Woodlands, TX","2 children","ROC","Roman Catholic",5,"White/Caucasian","Y","US Representative for Texas District 8",22128,"Member, TX State House","1991-1996","","","BUS","President","","","University of South Dakota","B.S.","1990","","","","","","","","","","","","","Rep. Kevin Brady","US Representative","Room 301","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4308","","http://kevinbradyforms.house.gov/contact-form","http://www.house.gov/brady","http://www.house.gov/apps/blog/tx08_brady/index.shtml","http://www.facebook.com/kevinbrady?ref=mf","http://twitter.com/RepKevinBrady","http://www.youtube.com/KBrady8","Images\Photos\FLE\H","Brady_Kevin_159078.jpg"
7876,226547,"FLE","H",,"TX","Texas","09","","",,78.5,"11/6/2012","","G","H4TX09095",,,,,,,,,1,"Unofficial Results",6106,6986,"D","Al","Green","","Al","Rep.","","US Representative","","M","Alexander Green","green","New Orleans. LA","1947","09","01","","","Houston, TX","","BAP","Baptist",1,"Black/African American","Y","US Representative for Texas District 9",22129,"Candidate, Election for Houston, TX Mayor","1981","Justice of the Peace, Harris County","1977-2004","BUS","Founder and Managing Partner","EDU","Instructor","Texas Southern University - Thurgood Marshall School of Law (TX)","J.D.","1973","Tuskegee University (AL)","Att.","1973","Florida Agricultural and Mechanical University","Att.","1971","","","","","","","Rep. Al Green","US Representative","Room 2201","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4309","","http://algreen.house.gov/contact-me/email-me","http://www.house.gov/algreen","","http://www.facebook.com/repalgreen","http://twitter.com/repalgreen","http://www.youtube.com/repalgreen","Images\Photos\FLE\H","Green_Al_226547.jpg"
