"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
33380,192554,"FL","S",45,"AK","Alaska","S01","","",1,40,"2002","2016","G","S4AK00099",0,0,30,0,32,0,91,0,"AOK","Normal",7664,150,"R","Lisa","Murkowski","","Lisa","Sen.","","US Senator","","F","Lisa Ann Murkowski","mur-KOU-skee","Ketchikan, AK","1957","05","22","Married","Verne Martell","Anchorage, AK","2 children","ROC","Roman Catholic",5,"White/Caucasian","Vice Chairman, U.S. Senate, Republican Conference","2010","Member, AK State House of Representatives","1999-2002","LAW","Attorney","LAW","Commercial Attorney","Willamette University College of Law (OR)","J.D.","1985","Georgetown University (DC)","B.A.","1980","Willamette University (OR)","Att.","1977","","","","","","","Sen. Lisa Murkowski","US Senator","Room 709","HSOB- Hart Senate Office Building","Constitution Avenue and 2nd Street, NE","","Washington, DC 20510-0203","","http://www.murkowski.senate.gov/public/index.cfm?p=Contact","http://www.murkowski.senate.gov","","http://www.facebook.com/pages/Lisa-Murkowski/25271170290?v=wall","http://twitter.com/lisamurkowski","http://www.youtube.com/senatormurkowski","Images\Photos\FL\S","Murkowski_Lisa_192554.jpg"
33757,248506,"FL","S",66,"MN","Minnesota","S01","","",1,58.100000000000001,"2006","2012","G","S6MN00267",0,0,100,0,95,0,45,0,"AOK","Normal",7712,3788,"DFL","Amy","Klobuchar","","Amy","Sen.","","US Senator","","F","Amy Klobuchar","KLOE-buh-shar","Plymouth, MN","1960","05","25","Married","John Bessler","Minneapolis, MN","1 child","CON","Congregationalist",5,"White/Caucasian","Prosecutor, City of Minneapolis","1988","","","LAW","Partner","LAW","Associate Partner","University of Chicago (IL)","J.D.","1985","Yale University (CT)","B.A.","1982","Wayzata High School (MN)","","1982","","","","","","","Sen. Amy Klobuchar","US Senator","Room 302","HSOB- Hart Senate Office Building","Constitution Avenue and 2nd Street, NE","","Washington, DC 20510-2308","","http://www.klobuchar.senate.gov/emailamy.cfm","http://klobuchar.senate.gov","","http://www.facebook.com/pages/Amy-Klobuchar/7606381190?v=info","http://twitter.com/AmyKlobuchar","http://www.youtube.com/senatorklobuchar","Images\Photos\FL\S","Klobuchar_Amy_248506.jpg"
34066,211720,"FL","H",200,"AZ","Arizona","02","","",2,64.900000000000006,"2002","2012","G","H4AZ04024",0,0,0,0,4,0,70,0,"AOK","Normal",210,216,"R","Trent","Franks","","Trent","Rep.","","US Representative","","M","Trent Franks","franks","Uravan, CO","1957","06","19","Married","Josephine","Peoria, AZ","2 children (twins)","BAP","Baptist",5,"White/Caucasian","Candidate, Nomination to U.S. House of Representatives (AZ04)","1994","Director, AZ Governor's Office for Children","1987","BUS","President and CEO","BUS","Co-Owner","Center for Constitutional Studies (UT)","Att.","1987","Ottawa University (KS)","Att.","1987","","","","","","","","","","Rep. Trent Franks","US Representative","Room 2435","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0302","","http://www.franks.house.gov/contacts/new","http://www.house.gov/franks","","http://www.facebook.com/TrentFranks","http://twitter.com/RepTrentFranks","http://www.youtube.com/user/RepTrentFranks","Images\Photos\FL\H","Franks_Trent_211720.jpg"
34944,216187,"FL","H",220,"TX","Texas","19","","",14,77.700000000000003,"2003","2012","G","H4TX19102",0,0,0,0,4,0,70,0,"AOK","Normal",6121,6996,"R","Randy","Neugebauer","","Randy","Rep.","","US Representative","","M","Robert Randolph Neugebauer","NAW-guh-bou-ur","St. Louis, MO","1949","12","24","Married","Dana Collins","Lubbock, TX","2 children; 3 grandchildren","BAP","Baptist",5,"White/Caucasian","Mayor Pro Tempore, Lubbock","1994-1996","Member, Lubbock City Council","1992-1998","BUS","Chair","BUS","President","Texas Technical University Law School","B.B.A.","1972","National Air War College","Att.","1972","","","","","","","","","","Rep. Randy Neugebauer","US Representative","Room 1424","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4319","","https://randyforms.house.gov/index.cfm?sectionid=172","http://www.randy.house.gov","","http://www.facebook.com/rep.randy.neugebauer","http://twitter.com/RandyNeugebauer","http://www.youtube.com/user/RandyNeugebauer","Images\Photos\FL\H","Neugebauer_Randy_216187.jpg"
35360,209922,"FL","H",431,"GU","Guam","01","","",1,100,"2002","2012","G","H2GU00033",0,0,0,0,0,0,0,0,"AOK","Normal",7787,7924,"D","Madeleine","Bordallo","Z.","Madeleine","Del.","","US Representative","","F","Madeleine Zeien Bordallo","bor-DAHL-ee-o","Graceville, MN","1933","05","31","Widow","","Tamuning, GU","1 child ; 1 grandchild","ROC","Roman Catholic",,"","Lt. Governor, Guam","1995-2002","Candidate, Governor of GU","1990","BUS","General Manager","ENT","News and Program Director","St. Katherine's College (MN)","A.A.","1953","St. Mary's College (IN)","Att.","1952","George Washington High School (Guam)","","1951","","","","","","","Del. Madeleine Bordallo","US Representative","Room 2441","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-5301","madeleine.bordallo@mail.house.gov","http://bordallo.house.gov/contact-me/email-me","http://www.house.gov/bordallo","","http://www.facebook.com/madeleine.bordallo?sk=info#!/madeleine.bordallo","","","Images\Photos\FL\H","Bordallo_Madeleine_209922.jpg"
36514,222027,"FL","H",221,"KY","Kentucky","06","","",1,50.100000000000001,"2004","2012","G","H4KY06072",0,0,95,0,96,0,47,0,"AOK","Normal",2203,2731,"D","Ben","Chandler","","Ben","Rep.","III","US Representative","","M","Albert Benjamin Chandler, III","CHAND-lur","Lexington, KY","1959","09","12","Married","Jennifer Romme","Versailles, KY","3 children","PRE","Presbyterian",5,"White/Caucasian","Democratic Candidate, KY Governor","2003","Attorney General, State of KY","1996-2004","LAW","Associate","LAW","Associate","University of Kentucky Law School","J.D.","1986","University of Kentucky","B.A.","1983","","","","","","","","","","Rep. Ben Chandler III","US Representative","Room 1504","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-1706","","https://chandler.house.gov/contact-me/email-me","http://chandler.house.gov","","","","http://www.youtube.com/user/RepChandler?feature=watch","Images\Photos\FL\H","Chandler_Ben_222027.jpg"
21769,158719,"FL","H",34,"CA","California","02","","",4,57.200000000000003,"1986","2012","G","H6CA02010",0,0,5,0,4,0,80,0,"AOK","Retiring at end of term",417,851,"R","Wally","Herger","","Wally","Rep.","","US Representative","","M","Walter William Herger, Jr.","HUR-gur","Yuba City, CA","1945","05","20","Married","Pamela Sargent","Chico, CA","9 children; 6 grandchildren","MOR","Mormon",5,"White/Caucasian","Member, CA Assembly","1980-1986","Member, East Nicolaus School Board","1976-1980","BUS","Owner","AGR","Rancher","California State University - Sacramento","Att.","1969","American River College (CA)","A.A.","1967","East Nicholas High School (CA)","","1967","","","","","","","Rep. Wally Herger","US Representative","Room 1539","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-1201","","https://forms.house.gov/herger/webforms/landing.html","http://www.house.gov/herger","","http://www.facebook.com/pages/Wally-Herger/106290861103","","http://www.youtube.com/user/RepWallyHerger","Images\Photos\FL\H","Herger_Wally_158719.jpg"
21770,226492,"FL","H",113,"CA","California","03","","",9,50.100000000000001,"2004","2012","G","H6CA34112",0,0,0,0,4,0,83,0,"AOK","Normal",418,852,"R","Dan","Lungren","E.","Dan","Rep.","","US Representative","","M","Daniel E. Lungren","LUN-gruhn","Long Beach, CA","1946","09","22","Married","Barbara Kolls","Gold River, CA","3 children","CAT","Catholic",5,"White/Caucasian","Republican Nominee, CA Governor","1998","Attorney General, California","1991-1999","LAW","Partner","ENT","Host","Georgetown University Law Center (DC)","J.D.","1971","University of Southern California Law School","Att.","1969","University of Notre Dame (IN)","B.A.","1968","","","","","","","Rep. Dan Lungren","US Representative","","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0503","","http://lungren.house.gov/index.cfm?sectionid=84&sectiontree=3,84","http://lungren.house.gov","","http://www.facebook.com/pages/Dan-Lungren/49069022814","","http://www.youtube.com/user/RepLungrenCA03","Images\Photos\FL\H","Lungren_Dan_226492.jpg"
21771,193067,"FL","H",310,"CA","California","04","","",18,61.299999999999997,"2008","2012","G","H8CA04152",0,0,0,0,4,0,85,0,"AOK","Normal",419,853,"R","Tom","McClintock","","Tom","Rep.","","US Representative","","M","Thomas Miller McClintock","muh-KLIN-tahk","Bronxville, NY","1956","07","10","Married","Lori","Granada Hills, CA","2 children","BAP","Baptist",5,"White/Caucasian","Candidate, CA Lt. Governor","2006","Candidate, Governor of CA","2003","PUB","Director of Economic and Regulatory Affairs","PUB","Director","University of California - Los Angeles","B.S.","1978","","","","","","","","","","","","","Rep. Tom McClintock","US Representative","Room 428","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0504","","http://mcclintock.house.gov/contact/index.shtml","http://mcclintock.house.gov","","http://www.facebook.com/pages/Congressman-Tom-McClintock/81125319109","http://twitter.com/RepMcClintock","http://www.youtube.com/user/McClintockCA04","Images\Photos\FL\H","McClintock_Tom_193067.jpg"
21772,232639,"FL","H",250,"CA","California","05","","",25,72.099999999999994,"2005","2012","G","H6CA05195",0,0,95,0,96,0,55,0,"AOK","Normal",420,854,"D","Doris","Matsui","O.","Doris","Rep.","","US Representative","","F","Doris Okada Matsui","mat-SOO-ee","Poston, AZ","1944","09","25","Widow","Robert T. Matsui (deceased)","Sacramento, CA","1 child","MET","Methodist",4,"Asian/Pacific American","Parliamentarian, Democratic National Convention","2008","Deputy Director of Public Liaison, The White House","1993-1998","LAW","Senior Advisor and Director for Government Relations","","","University of California - Berkeley","B.A.","1966","","","","","","","","","","","","","Rep. Doris Matsui","US Representative","Room 2434","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0505","","http://forms.house.gov/matsui/webforms/issue_subscribe.htm","http://matsui.house.gov","","http://www.facebook.com/doris.matsui","http://twitter.com/dorismatsui","http://www.youtube.com/user/RepDorisMatsui","Images\Photos\FL\H","Matsui_Doris_232639.jpg"
21773,158723,"FL","H",92,"CA","California","06","","",10,66,"1992","2012","G","H2CA01045",0,0,80,0,96,0,40,0,"AOK","Retiring at end of term",421,855,"D","Lynn","Woolsey","C.","Lynn","Rep.","","US Representative","","F","Lynn C. Woolsey","WOOL-zee","Seattle, WA","1937","11","03","Divorced","","Petaluma, CA","4 children","PRE","Presbyterian",5,"White/Caucasian","Mayor, Petaluma, CA","1991-1992","Member, Petaluma CA Council","1985-1992","EDU","Instructor","EDU","Teacher","University of San Francisco (CA)","B.S.","1981","University of Washington","Att.","1957","Lincoln High School (WA)","","1957","","","","","","","Rep. Lynn Woolsey","US Representative","","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0506","","https://woolseyforms.house.gov/contact-lynn-form/","http://www.woolsey.house.gov","","http://www.facebook.com/RepLynnWoolsey","http://twitter.com/RepLynnWoolsey","http://www.youtube.com/RepLynnWoolsey","Images\Photos\FL\H","Woolsey_Lynn_158723.jpg"
21774,158724,"FL","H",7,"CA","California","07","","",2,68.400000000000006,"1974","2012","G","H6CA07043",0,0,100,0,96,0,42,0,"AOK","Normal",422,856,"D","George","Miller","","George","Rep.","","US Representative","","M","George Miller","MIH-lur","Richmond, CA","1945","05","17","Married","Cynthia Caccavo","Martinez, CA","2 children ;  6 grandchildren ","ROC","Roman Catholic",5,"White/Caucasian","Former Chair, Contra Costa County Democratic Central Committee","1957","","","PUB","Legislative Counsel","LAW","Lawyer","University of California - Davis","J.D.","1972","San Francisco State University (CA)","B.A.","1968","Diablo Valley College (CA)","","1968","","","","","","","Rep. George Miller","US Representative","Room 2205","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0507","","https://georgemiller.house.gov/contact-me/email-me-zip-authenticated","http://georgemiller.house.gov","","http://www.facebook.com/repgeorgemiller","http://twitter.com/askgeorge","http://www.youtube.com/user/RepGeorgeMiller","Images\Photos\FL\H","Miller_George_158724.jpg"
21775,158725,"FL","H",39,"CA","California","08","","",5,80.099999999999994,"1987","2012","G","H8CA05035",0,0,0,0,100,0,22,0,"AOK","Normal",423,857,"D","Nancy","Pelosi","","Nancy","Rep.","","US Representative","","F","Nancy Patricia Pelosi","puh-LO-see","Baltimore, MD","1940","03","26","Married","Paul F. Pelosi","San Francisco, CA","5 children ; 8 grandchildren","ROC","Roman Catholic",5,"White/Caucasian","Minority Leader, U.S. House of Representatives","2011-Current","Speaker of the House, U.S. House of Representatives","2007-2011","PUB","Intern","BUS","Public Relations Consultant","Trinity College (DC)","A.B.","1962","Institute of Notre Dame High School (MD)","","1958","","","","","","","","","","Rep. Nancy Pelosi","US Representative","Room 235","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0508","sf.nancy@mail.house.gov","http://pelosi.house.gov/contact/email-me.shtml","http://pelosi.house.gov/","http://www.democraticleader.gov/blog/","http://www.facebook.com/NancyPelosi","http://twitter.com/NancyPelosi","http://www.youtube.com/user/NancyPelosi","Images\Photos\FL\H","Pelosi_Nancy_158725.jpg"
21776,158726,"FL","H",139,"CA","California","09","","",16,84.299999999999997,"1998","2012","G","H8CA09060",0,0,90,0,96,0,45,0,"AOK","Normal",424,858,"D","Barbara","Lee","J.","Barbara","Rep.","","US Representative","","F","Barbara J. Lee","lee","El Paso, TX","1946","07","14","Married","Michael Millben","Oakland, CA","2 children ;  5 grandchildren ","BAP","Baptist",1,"Black/African American","Member, CA State Senate","1997-1998","Member, CA Assembly","1991-1997","PUB","Senior Advisor and Administrative Assistant","","","University of California - Berkeley","M.S.W.","1975","Mills College (CA)","B.A.","1973","San Fernando High School (CA)","","1973","","","","","","","Rep. Barbara Lee","US Representative","Room 2267","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0509","","https://lee.house.gov/contact-me/email-me","http://lee.house.gov","http://lee.house.gov/?sectionid=59&sectiontree=35,59","http://www.facebook.com/pages/Barbara-Lee/92190287786","","http://www.youtube.com/user/RepLee","Images\Photos\FL\H","Lee_Barbara_158726.jpg"
21777,240331,"FL","H",325,"CA","California","10","","",30,58.899999999999999,"2009","2012","G","H0CA10149",0,0,0,0,0,0,0,0,"AOK","Normal",425,859,"D","John","Garamendi","","John","Rep.","","US Representative","","M","John Garamendi","gair-uh-MEN-dee","Mokelumne Hill, CA","1945","01","24","Married","Patricia (Patti) Wilkinson","Walnut Grove, CA","6 children ;  10 grandchildren ","CHC","Christian Church",5,"White/Caucasian","Candidate, Nomination for Governor of CA","2008-2009","Lt. Governor, State of CA","2007-2009","AGR","Rancher","BUS","Partner","Harvard University Business School (MA)","M.B.A.","1970","University of California - Berkeley","B.A.","1966","","","","","","","","","","Rep. John Garamendi","US Representative","Room 2438","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0510","","https://garamendi.house.gov/contact-me/email-me","http://www.garamendi.house.gov","","http://www.facebook.com/repgaramendi","http://twitter.com/RepGaramendi","http://www.youtube.com/user/garamendiCA10","Images\Photos\FL\H","Garamendi_John_240331.jpg"
21778,248236,"FL","H",272,"CA","California","11","","",26,48,"2006","2012","G","H4CA11081",0,0,95,0,96,0,50,0,"AOK","Normal",426,860,"D","Jerry","McNerney","","Jerry","Rep.","","US Representative","","M","Jerry McNerney","mik-NUR-nee","Albuquerque, NM","1951","06","18","Married","Mary","Stockton, CA","3 children","ROC","Roman Catholic",5,"White/Caucasian","Candidate, Election to U.S. House of Representatives","2004","","","BUS","Chief Executive Officer","BUS","Field Operations Director","University of New Mexico","Ph.D.","1981","University of New Mexico","M.S.","1975","University of New Mexico","B.S.","1973","","","","","","","Rep. Jerry McNerney","US Representative","Room 1210","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-0511","","http://forms.house.gov/mcnerney/webforms/issue_subscribezipauth.html","http://mcnerney.house.gov","","http://www.facebook.com/jerrymcnerney","http://twitter.com/RepMcNerney","http://www.youtube.com/user/RepJerryMcNerney","Images\Photos\FL\H","McNerney_Jerry_248236.jpg"
21779,192997,"FL","H",289,"CA","California","12","","",28,75.599999999999994,"2008","2012","G","H8CA12171",0,0,0,0,0,0,0,0,"AOK","Normal",427,861,"D","Jackie","Speier","","Jackie","Rep.","","US Representative","","F","Karen Lorraine Jacqueline Speier","speer","San Francisco, CA","1950","05","14","Married","Barry Dennis","Hillsborough, CA","2 children","ROC","Roman Catholic",5,"White/Caucasian","Member, CA State Senate","1999-2007","Member, CA Assembly","1987-1997","PUB","Legislative Counsel","PUB","Staff Assistant","University of California Hastings College of Law","J.D.","1976","University of California - Davis","B.A.","1972","Mercy High School (CA)","","1972","","","","","","","Rep. Jackie Speier","US Representative","Room 211","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0512","","http://forms.house.gov/speier/webforms/email_jackie.shtml","http://speier.house.gov","","http://www.facebook.com/JackieSpeier","http://twitter.com/RepSpeier","http://www.youtube.com/user/JackieSpeierCA12","Images\Photos\FL\H","Speier_Jackie_192997.jpg"
21780,158730,"FL","H",5,"CA","California","13","","",1,72,"1972","2012","G","H6CA09023",0,0,80,0,95,0,47,0,"AOK","Normal",428,862,"D","Pete","Stark","","Pete","Rep.","Jr.","US Representative","","M","Fortney Hillman Stark Jr.","stark","Milwaukee, WI","1931","11","11","Married","Deborah Ann Roderick","Fremont, CA","7 children (4 from previous marriage);  8 grandchildren ","ATH","Atheist",5,"White/Caucasian","Candidate, CA State Senate","1969","Member, CA Democratic Council","1969","BAN","Founder and President","BAN","Founder","University of California - Berkeley","M.B.A.","1960","Massachusetts Institute of Technology","B.S.","1953","Wauwatosa High School (WI)","","1949","U.S. Air Force","Capt","1955-1957","","","","Rep. Pete Stark Jr.","US Representative","","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0513","","http://stark.house.gov/index.php?option=com_content&view=article&id=1524&Itemid=98","http://stark.house.gov","","http://www.facebook.com/repstark","http://twitter.com/petestark","http://www.youtube.com/user/RepStark","Images\Photos\FL\H","Stark_Pete_158730.jpg"
21800,158750,"FL","H",86,"CA","California","34","","",9,77.299999999999997,"1992","2012","G","H2CA33048",0,0,100,0,96,0,42,0,"AOK","Normal",449,883,"D","Lucille","Roybal-Allard","","Lucille","Rep.","","US Representative","","F","Lucille Roybal-Allard","ROY-buhl-A-lurd","Boyle Heights, CA","1941","06","12","Married","Edward T. Allard, III","Los Angeles, CA","2 children ; 2 stepchildren ; 7 grandchildren ","CAT","Catholic",2,"Hispanic/Latino","Member, CA State Senate","1987-1993","","","BUS","Planning Associate","BUS","Assistant Director","California State University - Los Angeles","B.A.","1965","","","","","","","","","","","","","Rep. Lucille Roybal-Allard","US Representative","Room 2330","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0534","","http://roybal-allard.house.gov/Contact/","http://roybal-allard.house.gov/","","http://www.facebook.com/RepRoybalAllard","http://twitter.com/RepRoybalAllard","http://www.youtube.com/user/RepRoybalAllard","Images\Photos\FL\H","RoybalAllard_Lucille_158750.jpg"
21801,158751,"FL","H",151,"CA","California","38","","",17,73.5,"1998","2012","G","H8CA34068",0,0,100,0,96,0,45,0,"AOK","Normal",453,887,"D","Grace","Napolitano","F.","Grace","Rep.","","US Representative","","F","Grace Flores Napolitano","nah-poe-leeTAH-no","Brownsville, TX","1936","12","04","Married","Frank Napolitano","Norwalk, CA","5 children (5 from previous marriage);  14 grandchildren ; 2 great-grandchildren","ROC","Roman Catholic",2,"Hispanic/Latino","Member, CA State House","1993-1999","Mayor, Norwalk (CA)","1989","VOL","Founder","PUB","Director","Texas Southmost College","Att.","1989","Cerritos College (CA)","Att.","1989","Brownsville High School (TX)","","1954","","","","","","","Rep. Grace Napolitano","US Representative","Room 1610","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-0538","","https://napolitano.house.gov/contact-me/email-me","http://napolitano.house.gov","","http://www.facebook.com/RepGraceNapolitano","http://twitter.com/gracenapolitano","http://www.youtube.com/RepGraceNapolitano","Images\Photos\FL\H","Napolitano_Grace_158751.jpg"
21802,158752,"FL","H",59,"CA","California","35","","",6,79.400000000000006,"1990","2012","G","H4CA23011",0,0,100,0,95,0,56,0,"AOK","Normal",450,884,"D","Maxine","Waters","","Maxine","Rep.","","US Representative","","F","Maxine Waters","WAH-durs","St. Louis, MO","1938","08","15","Married","Sidney Williams","Los Angeles, CA","2 children","CHC","Christian Church",1,"Black/African American","Member, Rules Committee, Democratic National Convention","1984","Member, Democratic National Committee","1980-Current","EDU","Teacher and Volunteer Coordinator","BUS","Employee","California State University - Los Angeles","B.A.","1970","","","","","","","","","","","","","Rep. Maxine Waters","US Representative","Room 2221","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0535","","https://waters.house.gov/contact/contactform.htm","http://waters.house.gov","","http://www.facebook.com/MaxineWaters","http://twitter.com/maxinewaters","http://www.youtube.com/maxinewaters","Images\Photos\FL\H","Waters_Maxine_158752.jpg"
21804,248476,"FL","H",284,"CA","California","37","","",27,68.400000000000006,"2007","2012","G","H8CA37137",0,0,0,0,100,0,0,0,"AOK","Normal",452,886,"D","Laura","Richardson","","Laura","Rep.","","US Representative","","F","Laura Richardson","RIH-churd-suhn","Los Angeles, CA","1962","04","14","Divorced","","Long Beach, CA","","MET","Methodist",1,"Black/African American","Member, CA State Assembly","2006-2007","Member, Long Beach City Council","2000-2006","PUB","Southern CA Director","PUB","Field Representative","University of California - Santa Barbara","Att.","1981","University of Southern California","M.A.","1996","University of California - Los Angeles","B.A.","1984","","","","","","","Rep. Laura Richardson","US Representative","Room 1330","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-0537","laura.richardson@mail.house.gov","http://forms.house.gov/richardson/webforms/issue_subscribe.htm","http://richardson.house.gov","","http://www.facebook.com/RepresentativeLauraRichardson","http://twitter.com/RepLRichardson","http://www.youtube.com/user/RepLRichardson","Images\Photos\FL\H","Richardson_Laura_248476.jpg"
21806,158756,"FL","H",87,"CA","California","40","","",8,66.799999999999997,"1992","2012","G","H6CA39020",0,0,0,0,8,0,70,0,"AOK","Normal",455,889,"R","Ed","Royce","R.","Ed","Rep.","","US Representative","","M","Edward Randall Royce","royss","Los Angeles, CA","1951","10","12","Married","Marie Therese Porter","Fullerton, CA","","ROC","Roman Catholic",5,"White/Caucasian","Member, CA State Senate","1983-1993","","","BUS","Tax Manager","","","California State University - Fullerton","B.A.","1977","","","","","","","","","","","","","Rep. Ed Royce","US Representative","Room 2185","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0540","","http://royce.house.gov/Contact/ZipCheck.htm","http://www.royce.house.gov","http://www.royce.house.gov/NewsBlog/","http://www.facebook.com/EdRoyce","http://twitter.com/RepEdRoyce","http://www.youtube.com/user/RepEdRoyce","Images\Photos\FL\H","Royce_Ed_158756.jpg"
21807,158757,"FL","H",13,"CA","California","41","","",1,63.299999999999997,"1978","2012","G","H8CA37079",0,0,10,0,13,0,80,0,"AOK","Retiring at end of term",456,890,"R","Jerry","Lewis","","Jerry","Rep.","","US Representative","","M","Charles Jeremy Lewis","LOO-iss","Seattle, WA","1934","10","21","Married","Arlene Willis","Redlands, CA","4 children (4 from previous marriage); 3 stepchildren ","PRE","Presbyterian",5,"White/Caucasian","Candidate, Election to CA Senate","1973","Member, CA Assembly","1968-1978","PUB","Field Representative","BUS","Insurance Executive","University of California - Los Angeles","B.A.","1956","San Bernardino High School (CA)","","1956","","","","","","","","","","Rep. Jerry Lewis","US Representative","Room 2112","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0541","","https://jerrylewisforms.house.gov/showpage.asp?ID=291","http://www.house.gov/jerrylewis","","http://www.facebook.com/pages/Jerry-Lewis/15520760363","http://twitter.com/RepJerryLewis","http://www.youtube.com/RepJerryLewis1","Images\Photos\FL\H","Lewis_Jerry_158757.jpg"
21808,158758,"FL","H",150,"CA","California","42","","",11,62.299999999999997,"1998","2012","G","H8CA41063",0,0,0,0,0,0,0,0,"AOK","Normal",457,891,"R","Gary","Miller","G.","Gary","Rep.","","US Representative","","M","Gary G. Miller","MIH-lur","Huntsville, AR","1948","10","16","Married","Cathy","Diamond Bar, CA","4 children ","USP","Protestant - Unspecified Christian",5,"White/Caucasian","Member, CA State House","1995-1999","Mayor, Diamond Bar City Council","1992","BUS","Founder and Owner","","","Mount San Antonio College (CA)","Att.","1970","Lowell High School (CA)","","1970","California High School","","1970","U.S. Army","PVT","1967-1968","","","","Rep. Gary Miller","US Representative","Room 2349","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0542","gary.miller@mail.house.gov","http://garymiller.house.gov/Contact/","http://garymiller.house.gov","","http://www.facebook.com/RepGaryMiller","http://twitter.com/repgarymiller","http://www.youtube.com/GaryGMiller","Images\Photos\FL\H","Miller_Gary_158758.jpg"
21809,158759,"FL","H",158,"CA","California","43","","",19,65.5,"1999","2012","G","H6CA42099",0,0,100,0,96,0,55,0,"AOK","Normal",458,892,"D","Joe","Baca","","Joe","Rep.","","US Representative","","M","Joe Baca","BAH-kuh","Belen, NM","1947","01","23","Married","Barbara Dominguez","Rialto, CA","4 children","ROC","Roman Catholic",2,"Hispanic/Latino","Member, CA State Senate","1998-1999","Member, CA State Assembly","1992-1998","BUS","Founder and Co-owner","BUS","Community Relations","California State University - Los Angeles","B.A.","1971","Barstow Community College (CA)","A.D.","1970","","","","U.S. Army","","1966-1968","","","","Rep. Joe Baca","US Representative","","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-0543","","http://bacaforms.house.gov/contact-form","http://www.house.gov/baca","","http://www.facebook.com/BacaCA43","http://twitter.com/RepJoeBaca","http://www.youtube.com/user/RepJoeBaca","Images\Photos\FL\H","Baca_Joe_158759.jpg"
